startframe	starttime	endframe	endtime
0	0.000	3	0.125
3	0.125	18	0.751
18	0.751	33	1.376
33	1.376	49	2.044
49	2.044	64	2.669
64	2.669	79	3.295
79	3.295	94	3.921
94	3.921	109	4.546
109	4.546	124	5.172
124	5.172	139	5.797
139	5.797	154	6.423
154	6.423	169	7.049
169	7.049	184	7.674
184	7.674	199	8.300
199	8.300	214	8.926
214	8.926	229	9.551
229	9.551	244	10.177
244	10.177	259	10.802
259	10.802	274	11.428
274	11.428	289	12.054
289	12.054	304	12.679
304	12.679	319	13.305
319	13.305	334	13.931
334	13.931	349	14.556
349	14.556	364	15.182
364	15.182	379	15.807
379	15.807	394	16.433
394	16.433	409	17.059
409	17.059	424	17.684
424	17.684	439	18.310
439	18.310	454	18.936
454	18.936	469	19.561
469	19.561	484	20.187
484	20.187	499	20.812
499	20.812	514	21.438
514	21.438	529	22.064
529	22.064	544	22.689
544	22.689	559	23.315
559	23.315	574	23.941
574	23.941	589	24.566
589	24.566	604	25.192
604	25.192	619	25.817
619	25.817	634	26.443
634	26.443	649	27.069
649	27.069	664	27.694
664	27.694	679	28.320
679	28.320	694	28.946
694	28.946	709	29.571
709	29.571	724	30.197
724	30.197	739	30.822
739	30.822	754	31.448
754	31.448	769	32.074
769	32.074	784	32.699
784	32.699	799	33.325
799	33.325	814	33.951
814	33.951	829	34.576
829	34.576	844	35.202
844	35.202	859	35.827
859	35.827	874	36.453
874	36.453	889	37.079
889	37.079	904	37.704
904	37.704	919	38.330
919	38.330	934	38.956
934	38.956	949	39.581
949	39.581	964	40.207
964	40.207	979	40.832
979	40.832	994	41.458
994	41.458	1009	42.084
1009	42.084	1024	42.709
1024	42.709	1039	43.335
1039	43.335	1054	43.961
1054	43.961	1069	44.586
1069	44.586	1084	45.212
1084	45.212	1099	45.837
1099	45.837	1114	46.463
1114	46.463	1129	47.089
1129	47.089	1144	47.714
1144	47.714	1159	48.340
1159	48.340	1174	48.966
1174	48.966	1189	49.591
1189	49.591	1204	50.217
1204	50.217	1219	50.842
1219	50.842	1234	51.468
1234	51.468	1249	52.094
1249	52.094	1264	52.719
1264	52.719	1279	53.345
1279	53.345	1294	53.971
1294	53.971	1309	54.596
1309	54.596	1324	55.222
1324	55.222	1339	55.847
1339	55.847	1354	56.473
1354	56.473	1369	57.099
1369	57.099	1384	57.724
1384	57.724	1399	58.350
1399	58.350	1414	58.976
1414	58.976	1429	59.601
1429	59.601	1444	60.227
1444	60.227	1459	60.852
1459	60.852	1474	61.478
1474	61.478	1489	62.104
1489	62.104	1504	62.729
1504	62.729	1519	63.355
1519	63.355	1534	63.981
1534	63.981	1549	64.606
1549	64.606	1564	65.232
1564	65.232	1579	65.857
1579	65.857	1594	66.483
1594	66.483	1609	67.109
1609	67.109	1624	67.734
1624	67.734	1639	68.360
1639	68.360	1654	68.986
1654	68.986	1669	69.611
1669	69.611	1684	70.237
1684	70.237	1699	70.862
1699	70.862	1714	71.488
1714	71.488	1729	72.114
1729	72.114	1744	72.739
1744	72.739	1759	73.365
1759	73.365	1774	73.991
1774	73.991	1789	74.616
1789	74.616	1804	75.242
1804	75.242	1819	75.867
1819	75.867	1834	76.493
1834	76.493	1849	77.119
1849	77.119	1864	77.744
1864	77.744	1879	78.370
1879	78.370	1894	78.996
1894	78.996	1909	79.621
1909	79.621	1924	80.247
1924	80.247	1939	80.872
1939	80.872	1954	81.498
1954	81.498	1969	82.124
1969	82.124	1984	82.749
1984	82.749	1999	83.375
1999	83.375	2014	84.001
2014	84.001	2029	84.626
2029	84.626	2044	85.252
2044	85.252	2059	85.877
2059	85.877	2074	86.503
2074	86.503	2089	87.129
2089	87.129	2104	87.754
2104	87.754	2119	88.380
2119	88.380	2134	89.006
2134	89.006	2149	89.631
2149	89.631	2164	90.257
2164	90.257	2179	90.882
2179	90.882	2194	91.508
2194	91.508	2209	92.134
2209	92.134	2224	92.759
2224	92.759	2239	93.385
2239	93.385	2254	94.011
2254	94.011	2269	94.636
2269	94.636	2284	95.262
2284	95.262	2299	95.887
2299	95.887	2314	96.513
2314	96.513	2329	97.139
2329	97.139	2344	97.764
2344	97.764	2359	98.390
2359	98.390	2374	99.016
2374	99.016	2389	99.641
2389	99.641	2404	100.267
2404	100.267	2419	100.892
2419	100.892	2434	101.518
2434	101.518	2449	102.144
2449	102.144	2464	102.769
2464	102.769	2479	103.395
2479	103.395	2494	104.021
2494	104.021	2509	104.646
2509	104.646	2524	105.272
2524	105.272	2539	105.897
2539	105.897	2554	106.523
2554	106.523	2569	107.149
2569	107.149	2584	107.774
2584	107.774	2599	108.400
2599	108.400	2614	109.026
2614	109.026	2629	109.651
2629	109.651	2644	110.277
2644	110.277	2659	110.902
2659	110.902	2674	111.528
2674	111.528	2689	112.154
2689	112.154	2704	112.779
2704	112.779	2719	113.405
2719	113.405	2734	114.031
2734	114.031	2749	114.656
2749	114.656	2764	115.282
2764	115.282	2779	115.907
2779	115.907	2794	116.533
2794	116.533	2809	117.159
2809	117.159	2824	117.784
2824	117.784	2839	118.410
2839	118.410	2854	119.036
2854	119.036	2869	119.661
2869	119.661	2884	120.287
2884	120.287	2899	120.912
2899	120.912	2914	121.538
2914	121.538	2929	122.164
2929	122.164	2944	122.789
2944	122.789	2959	123.415
2959	123.415	2974	124.041
2974	124.041	2989	124.666
2989	124.666	3004	125.292
3004	125.292	3019	125.917
3019	125.917	3034	126.543
3034	126.543	3049	127.169
3049	127.169	3064	127.794
3064	127.794	3079	128.420
3079	128.420	3094	129.046
3094	129.046	3109	129.671
3109	129.671	3124	130.297
3124	130.297	3139	130.922
3139	130.922	3154	131.548
3154	131.548	3169	132.174
3169	132.174	3184	132.799
3184	132.799	3199	133.425
3199	133.425	3214	134.051
3214	134.051	3229	134.676
3229	134.676	3244	135.302
3244	135.302	3259	135.927
3259	135.927	3274	136.553
3274	136.553	3289	137.179
3289	137.179	3304	137.804
3304	137.804	3319	138.430
3319	138.430	3334	139.056
3334	139.056	3349	139.681
3349	139.681	3364	140.307
3364	140.307	3379	140.932
3379	140.932	3394	141.558
3394	141.558	3409	142.184
3409	142.184	3424	142.809
3424	142.809	3439	143.435
3439	143.435	3454	144.061
3454	144.061	3469	144.686
3469	144.686	3484	145.312
3484	145.312	3499	145.937
3499	145.937	3514	146.563
