startframe	starttime	endframe	endtime
0	0.000	1	0.033
1	0.033	16	0.533
16	0.533	31	1.033
31	1.033	46	1.533
46	1.533	61	2.033
61	2.033	78	2.600
78	2.600	93	3.100
93	3.100	108	3.600
108	3.600	126	4.200
126	4.200	145	4.833
145	4.833	166	5.533
166	5.533	202	6.733
202	6.733	218	7.267
218	7.267	233	7.767
233	7.767	250	8.333
250	8.333	270	9.000
270	9.000	286	9.533
286	9.533	301	10.033
301	10.033	316	10.533
316	10.533	331	11.033
331	11.033	346	11.533
346	11.533	361	12.033
361	12.033	376	12.533
376	12.533	391	13.033
391	13.033	406	13.533
406	13.533	421	14.033
421	14.033	436	14.533
436	14.533	453	15.100
453	15.100	470	15.667
470	15.667	485	16.167
485	16.167	515	17.167
515	17.167	544	18.133
544	18.133	559	18.633
559	18.633	576	19.200
576	19.200	594	19.800
594	19.800	609	20.300
609	20.300	624	20.800
624	20.800	640	21.333
640	21.333	655	21.833
655	21.833	670	22.333
670	22.333	685	22.833
685	22.833	700	23.333
700	23.333	715	23.833
715	23.833	752	25.067
752	25.067	781	26.033
781	26.033	813	27.100
813	27.100	838	27.933
838	27.933	856	28.533
856	28.533	871	29.033
871	29.033	886	29.533
886	29.533	901	30.033
901	30.033	916	30.533
916	30.533	933	31.100
933	31.100	964	32.133
964	32.133	1036	34.533
1036	34.533	1091	36.367
1091	36.367	1106	36.867
1106	36.867	1121	37.367
1121	37.367	1136	37.867
1136	37.867	1151	38.367
1151	38.367	1166	38.867
1166	38.867	1181	39.367
1181	39.367	1196	39.867
1196	39.867	1211	40.367
1211	40.367	1228	40.933
1228	40.933	1243	41.433
1243	41.433	1258	41.933
1258	41.933	1273	42.433
1273	42.433	1403	46.767
1403	46.767	1437	47.900
1437	47.900	1470	49.000
1470	49.000	1510	50.333
1510	50.333	1525	50.833
1525	50.833	1542	51.400
1542	51.400	1557	51.900
1557	51.900	1572	52.400
1572	52.400	1587	52.900
1587	52.900	1602	53.400
1602	53.400	1617	53.900
1617	53.900	1634	54.467
1634	54.467	1662	55.400
1662	55.400	1677	55.900
1677	55.900	1692	56.400
1692	56.400	1707	56.900
1707	56.900	1722	57.400
1722	57.400	1737	57.900
1737	57.900	1752	58.400
1752	58.400	1771	59.033
1771	59.033	1787	59.567
1787	59.567	1803	60.100
1803	60.100	1819	60.633
1819	60.633	1834	61.133
1834	61.133	1849	61.633
1849	61.633	1864	62.133
1864	62.133	1879	62.633
1879	62.633	1894	63.133
1894	63.133	1909	63.633
1909	63.633	1924	64.133
1924	64.133	1939	64.633
1939	64.633	1954	65.133
1954	65.133	1969	65.633
1969	65.633	1984	66.133
1984	66.133	1999	66.633
1999	66.633	2014	67.133
2014	67.133	2029	67.633
2029	67.633	2044	68.133
2044	68.133	2059	68.633
2059	68.633	2074	69.133
2074	69.133	2127	70.900
2127	70.900	2166	72.200
2166	72.200	2181	72.700
2181	72.700	2196	73.200
2196	73.200	2245	74.833
2245	74.833	2260	75.333
2260	75.333	2275	75.833
2275	75.833	2290	76.333
2290	76.333	2305	76.833
2305	76.833	2320	77.333
2320	77.333	2335	77.833
2335	77.833	2350	78.333
2350	78.333	2365	78.833
2365	78.833	2380	79.333
2380	79.333	2395	79.833
2395	79.833	2410	80.333
2410	80.333	2425	80.833
2425	80.833	2440	81.333
