startframe	starttime	endframe	endtime
0	0.000	2	0.067
2	0.067	17	0.567
17	0.567	32	1.068
32	1.068	47	1.568
47	1.568	62	2.069
62	2.069	78	2.603
78	2.603	93	3.103
93	3.103	108	3.604
108	3.604	123	4.104
123	4.104	138	4.605
138	4.605	153	5.105
153	5.105	168	5.606
168	5.606	183	6.106
183	6.106	198	6.607
198	6.607	213	7.107
213	7.107	228	7.608
228	7.608	243	8.108
243	8.108	332	11.078
332	11.078	371	12.379
371	12.379	386	12.880
386	12.880	401	13.380
401	13.380	416	13.881
416	13.881	431	14.381
431	14.381	446	14.882
446	14.882	461	15.382
461	15.382	476	15.883
476	15.883	491	16.383
491	16.383	506	16.884
506	16.884	521	17.384
521	17.384	536	17.885
536	17.885	551	18.385
551	18.385	566	18.886
566	18.886	581	19.386
581	19.386	596	19.887
596	19.887	611	20.387
611	20.387	626	20.888
626	20.888	725	24.191
725	24.191	768	25.626
768	25.626	784	26.159
784	26.159	799	26.660
799	26.660	816	27.227
816	27.227	833	27.794
833	27.794	855	28.529
855	28.529	870	29.029
870	29.029	885	29.530
885	29.530	900	30.030
900	30.030	915	30.531
915	30.531	945	31.532
945	31.532	960	32.032
960	32.032	1007	33.600
1007	33.600	1022	34.101
1022	34.101	1037	34.601
1037	34.601	1052	35.102
1052	35.102	1162	38.772
1162	38.772	1177	39.273
1177	39.273	1192	39.773
1192	39.773	1207	40.274
1207	40.274	1222	40.774
1222	40.774	1237	41.275
1237	41.275	1252	41.775
1252	41.775	1267	42.276
1267	42.276	1282	42.776
1282	42.776	1297	43.277
1297	43.277	1312	43.777
1312	43.777	1333	44.478
1333	44.478	1365	45.546
1365	45.546	1397	46.613
1397	46.613	1425	47.548
1425	47.548	1441	48.081
1441	48.081	1456	48.582
1456	48.582	1475	49.216
1475	49.216	1496	49.917
1496	49.917	1513	50.484
1513	50.484	1554	51.852
1554	51.852	1576	52.586
1576	52.586	1591	53.086
1591	53.086	1606	53.587
1606	53.587	1621	54.087
1621	54.087	1636	54.588
1636	54.588	1651	55.088
1651	55.088	1666	55.589
1666	55.589	1681	56.089
1681	56.089	1696	56.590
1696	56.590	1711	57.090
1711	57.090	1726	57.591
1726	57.591	1741	58.091
1741	58.091	1851	61.762
1851	61.762	1875	62.563
1875	62.563	1890	63.063
1890	63.063	1905	63.564
1905	63.564	1922	64.131
1922	64.131	1947	64.965
1947	64.965	1963	65.499
1963	65.499	1980	66.066
1980	66.066	1995	66.567
1995	66.567	2010	67.067
2010	67.067	2026	67.601
2026	67.601	2050	68.402
2050	68.402	2070	69.069
2070	69.069	2087	69.636
2087	69.636	2124	70.871
2124	70.871	2139	71.371
2139	71.371	2154	71.872
2154	71.872	2169	72.372
2169	72.372	2184	72.873
2184	72.873	2199	73.373
2199	73.373	2214	73.874
2214	73.874	2229	74.374
2229	74.374	2244	74.875
2244	74.875	2259	75.375
2259	75.375	2274	75.876
2274	75.876	2293	76.510
2293	76.510	2308	77.010
2308	77.010	2323	77.511
2323	77.511	2338	78.011
2338	78.011	2353	78.512
2353	78.512	2368	79.012
2368	79.012	2383	79.513
2383	79.513	2398	80.013
2398	80.013	2413	80.514
2413	80.514	2428	81.014
2428	81.014	2443	81.515
2443	81.515	2458	82.015
2458	82.015	2473	82.516
2473	82.516	2488	83.016
2488	83.016	2503	83.517
2503	83.517	2518	84.017
2518	84.017	2533	84.518
2533	84.518	2548	85.018
2548	85.018	2563	85.519
2563	85.519	2578	86.019
2578	86.019	2593	86.520
2593	86.520	2608	87.020
2608	87.020	2623	87.521
2623	87.521	2638	88.021
2638	88.021	2653	88.522
2653	88.522	2668	89.022
2668	89.022	2749	91.725
2749	91.725	2770	92.426
2770	92.426	2806	93.627
2806	93.627	2837	94.661
2837	94.661	2863	95.529
2863	95.529	2878	96.029
2878	96.029	2893	96.530
2893	96.530	2978	99.366
2978	99.366	2998	100.033
2998	100.033	3017	100.667
3017	100.667	3048	101.702
3048	101.702	3063	102.202
3063	102.202	3078	102.703
3078	102.703	3093	103.203
3093	103.203	3116	103.971
3116	103.971	3132	104.505
3132	104.505	3157	105.339
3157	105.339	3172	105.839
3172	105.839	3187	106.340
3187	106.340	3212	107.174
3212	107.174	3277	109.343
3277	109.343	3308	110.377
3308	110.377	3323	110.878
3323	110.878	3343	111.545
3343	111.545	3358	112.045
3358	112.045	3373	112.546
3373	112.546	3388	113.046
3388	113.046	3403	113.547
3403	113.547	3419	114.081
3419	114.081	3434	114.581
3434	114.581	3449	115.082
3449	115.082	3464	115.582
3464	115.582	3479	116.083
3479	116.083	3494	116.583
3494	116.583	3509	117.084
3509	117.084	3524	117.584
3524	117.584	3539	118.085
3539	118.085	3554	118.585
3554	118.585	3569	119.086
3569	119.086	3584	119.586
3584	119.586	3599	120.087
3599	120.087	3616	120.654
3616	120.654	3632	121.188
3632	121.188	3647	121.688
3647	121.688	3662	122.189
3662	122.189	3681	122.823
3681	122.823	3696	123.323
3696	123.323	3711	123.824
3711	123.824	3726	124.324
3726	124.324	3741	124.825
3741	124.825	3756	125.325
3756	125.325	3771	125.826
3771	125.826	3786	126.326
3786	126.326	3801	126.827
3801	126.827	3816	127.327
3816	127.327	3831	127.828
3831	127.828	3846	128.328
3846	128.328	3861	128.829
3861	128.829	3876	129.329
3876	129.329	3891	129.830
3891	129.830	3906	130.330
3906	130.330	3921	130.831
3921	130.831	3936	131.331
3936	131.331	3951	131.832
3951	131.832	3966	132.332
3966	132.332	3981	132.833
3981	132.833	3996	133.333
3996	133.333	4011	133.834
4011	133.834	4026	134.334
4026	134.334	4041	134.835
4041	134.835	4056	135.335
4056	135.335	4071	135.836
4071	135.836	4086	136.336
4086	136.336	4101	136.837
4101	136.837	4116	137.337
4116	137.337	4131	137.838
4131	137.838	4146	138.338
4146	138.338	4161	138.839
4161	138.839	4220	140.807
4220	140.807	4235	141.308
4235	141.308	4250	141.808
4250	141.808	4265	142.309
4265	142.309	4280	142.809
4280	142.809	4295	143.310
4295	143.310	4310	143.810
4310	143.810	4325	144.311
4325	144.311	4340	144.811
4340	144.811	4355	145.312
4355	145.312	4370	145.812
4370	145.812	4386	146.346
4386	146.346	4401	146.847
4401	146.847	4416	147.347
4416	147.347	4431	147.848
4431	147.848	4446	148.348
4446	148.348	4461	148.849
4461	148.849	4476	149.349
4476	149.349	4491	149.850
4491	149.850	4506	150.350
4506	150.350	4522	150.884
4522	150.884	4537	151.385
4537	151.385	4552	151.885
4552	151.885	4567	152.386
4567	152.386	4582	152.886
4582	152.886	4597	153.387
4597	153.387	4612	153.887
4612	153.887	4627	154.388
4627	154.388	4642	154.888
4642	154.888	4657	155.389
4657	155.389	4672	155.889
4672	155.889	4687	156.390
4687	156.390	4702	156.890
4702	156.890	4717	157.391
4717	157.391	4732	157.891
4732	157.891	4747	158.392
4747	158.392	4762	158.892
4762	158.892	4777	159.393
4777	159.393	4792	159.893
4792	159.893	4807	160.394
4807	160.394	4822	160.894
4822	160.894	4837	161.395
4837	161.395	4852	161.895
