startframe	starttime	endframe	endtime
0	0.000	250	8.342
250	8.342	361	12.045
361	12.045	460	15.349
460	15.349	489	16.316
489	16.316	733	24.458
733	24.458	880	29.363
880	29.363	900	30.030
900	30.030	915	30.530
915	30.530	1010	33.700
1010	33.700	1026	34.234
1026	34.234	1041	34.735
1041	34.735	1056	35.235
1056	35.235	1071	35.736
1071	35.736	1086	36.236
1086	36.236	1101	36.737
1101	36.737	1116	37.237
1116	37.237	1131	37.738
1131	37.738	1146	38.238
1146	38.238	1161	38.739
1161	38.739	1176	39.239
1176	39.239	1191	39.740
1191	39.740	1206	40.240
1206	40.240	1221	40.741
1221	40.741	1236	41.241
1236	41.241	1251	41.742
1251	41.742	1508	50.317
1508	50.317	1523	50.817
1523	50.817	1538	51.318
1538	51.318	1553	51.818
1553	51.818	1568	52.319
1568	52.319	1583	52.819
1583	52.819	1598	53.320
1598	53.320	1613	53.820
1613	53.820	1628	54.321
1628	54.321	1643	54.821
1643	54.821	1658	55.322
1658	55.322	1673	55.822
1673	55.822	1688	56.323
1688	56.323	1703	56.823
1703	56.823	1718	57.324
1718	57.324	1733	57.824
1733	57.824	1748	58.325
1748	58.325	1967	65.632
1967	65.632	1982	66.133
1982	66.133	1997	66.633
1997	66.633	2012	67.134
2012	67.134	2027	67.634
2027	67.634	2042	68.135
2042	68.135	2057	68.635
2057	68.635	2072	69.136
2072	69.136	2087	69.636
2087	69.636	2213	73.840
2213	73.840	2234	74.541
2234	74.541	2249	75.042
2249	75.042	2264	75.542
2264	75.542	2279	76.043
2279	76.043	2294	76.543
2294	76.543	2309	77.044
2309	77.044	2324	77.544
2324	77.544	2339	78.045
2339	78.045	2354	78.545
2354	78.545	2369	79.046
2369	79.046	2384	79.546
2384	79.546	2399	80.047
2399	80.047	2414	80.547
2414	80.547	2429	81.048
2429	81.048	2444	81.548
2444	81.548	2459	82.049
2459	82.049	2474	82.549
2474	82.549	2489	83.050
2489	83.050	2504	83.550
2504	83.550	2519	84.051
2519	84.051	2534	84.551
2534	84.551	2549	85.052
2549	85.052	2568	85.686
2568	85.686	2591	86.453
2591	86.453	2608	87.020
2608	87.020	2623	87.521
2623	87.521	2638	88.021
2638	88.021	2653	88.522
2653	88.522	2668	89.022
2668	89.022	2683	89.523
2683	89.523	2698	90.023
2698	90.023	2713	90.524
2713	90.524	2728	91.024
2728	91.024	2743	91.525
2743	91.525	2758	92.025
2758	92.025	2773	92.526
2773	92.526	2788	93.026
2788	93.026	2803	93.527
2803	93.527	2818	94.027
2818	94.027	2833	94.528
2833	94.528	2848	95.028
2848	95.028	2863	95.529
2863	95.529	2878	96.029
2878	96.029	2893	96.530
2893	96.530	2908	97.030
2908	97.030	2923	97.531
2923	97.531	2938	98.031
2938	98.031	2953	98.532
2953	98.532	2968	99.032
2968	99.032	2983	99.533
2983	99.533	2998	100.033
2998	100.033	3013	100.534
3013	100.534	3028	101.034
3028	101.034	3043	101.535
3043	101.535	3058	102.035
3058	102.035	3073	102.536
3073	102.536	3088	103.036
3088	103.036	3103	103.537
3103	103.537	3118	104.037
3118	104.037	3133	104.538
3133	104.538	3148	105.038
3148	105.038	3163	105.539
3163	105.539	3178	106.039
3178	106.039	3193	106.540
3193	106.540	3208	107.040
3208	107.040	3223	107.541
3223	107.541	3238	108.041
3238	108.041	3253	108.542
3253	108.542	3268	109.042
3268	109.042	3283	109.543
3283	109.543	3543	118.218
3543	118.218	3793	126.560
3793	126.560	4043	134.901
4043	134.901	4182	139.539
