startframe	starttime	endframe	endtime
0	0.000	5	0.167
5	0.167	20	0.667
20	0.667	35	1.168
35	1.168	50	1.668
50	1.668	65	2.169
65	2.169	80	2.669
80	2.669	95	3.170
95	3.170	110	3.670
110	3.670	125	4.171
125	4.171	140	4.671
140	4.671	155	5.172
155	5.172	170	5.672
170	5.672	185	6.173
185	6.173	200	6.673
200	6.673	215	7.174
215	7.174	230	7.674
230	7.674	245	8.175
245	8.175	260	8.675
260	8.675	275	9.176
275	9.176	290	9.676
290	9.676	305	10.177
305	10.177	320	10.677
320	10.677	335	11.178
335	11.178	350	11.678
350	11.678	365	12.179
365	12.179	380	12.679
380	12.679	395	13.180
395	13.180	410	13.680
410	13.680	425	14.181
425	14.181	440	14.681
440	14.681	455	15.182
455	15.182	470	15.682
470	15.682	485	16.183
485	16.183	500	16.683
500	16.683	515	17.184
515	17.184	530	17.684
530	17.684	545	18.185
545	18.185	560	18.685
560	18.685	575	19.186
575	19.186	590	19.686
590	19.686	605	20.187
605	20.187	620	20.687
620	20.687	635	21.188
635	21.188	650	21.688
650	21.688	665	22.189
665	22.189	680	22.689
680	22.689	695	23.190
695	23.190	710	23.690
710	23.690	725	24.191
725	24.191	740	24.691
740	24.691	755	25.192
755	25.192	770	25.692
770	25.692	785	26.193
785	26.193	800	26.693
800	26.693	815	27.194
815	27.194	830	27.694
830	27.694	845	28.195
845	28.195	860	28.695
860	28.695	875	29.196
875	29.196	890	29.696
890	29.696	905	30.197
905	30.197	920	30.697
920	30.697	935	31.198
935	31.198	950	31.698
950	31.698	965	32.199
965	32.199	980	32.699
980	32.699	995	33.200
995	33.200	1010	33.700
1010	33.700	1025	34.201
1025	34.201	1040	34.701
1040	34.701	1055	35.202
1055	35.202	1070	35.702
1070	35.702	1085	36.203
1085	36.203	1100	36.703
1100	36.703	1115	37.204
1115	37.204	1130	37.704
1130	37.704	1145	38.205
1145	38.205	1160	38.705
1160	38.705	1175	39.206
1175	39.206	1190	39.706
1190	39.706	1205	40.207
1205	40.207	1220	40.707
1220	40.707	1235	41.208
1235	41.208	1250	41.708
1250	41.708	1265	42.209
1265	42.209	1280	42.709
1280	42.709	1295	43.210
1295	43.210	1310	43.710
1310	43.710	1325	44.211
1325	44.211	1340	44.711
1340	44.711	1355	45.212
1355	45.212	1370	45.712
1370	45.712	1385	46.213
1385	46.213	1400	46.713
1400	46.713	1415	47.214
1415	47.214	1430	47.714
1430	47.714	1445	48.215
1445	48.215	1460	48.715
1460	48.715	1475	49.216
1475	49.216	1490	49.716
1490	49.716	1505	50.217
1505	50.217	1520	50.717
1520	50.717	1535	51.218
1535	51.218	1550	51.718
1550	51.718	1565	52.219
1565	52.219	1580	52.719
1580	52.719	1595	53.220
1595	53.220	1612	53.787
1612	53.787	1627	54.288
1627	54.288	1651	55.088
1651	55.088	1666	55.589
1666	55.589	1681	56.089
1681	56.089	1696	56.590
1696	56.590	1711	57.090
1711	57.090	1726	57.591
1726	57.591	1741	58.091
1741	58.091	1756	58.592
1756	58.592	1771	59.092
1771	59.092	1786	59.593
1786	59.593	1801	60.093
1801	60.093	1816	60.594
1816	60.594	1831	61.094
1831	61.094	1846	61.595
1846	61.595	1861	62.095
1861	62.095	1876	62.596
1876	62.596	1891	63.096
1891	63.096	1906	63.597
1906	63.597	1924	64.197
1924	64.197	1939	64.698
1939	64.698	1954	65.198
1954	65.198	1969	65.699
1969	65.699	1984	66.199
1984	66.199	1999	66.700
1999	66.700	2027	67.634
2027	67.634	2047	68.302
2047	68.302	2062	68.802
2062	68.802	2077	69.303
2077	69.303	2094	69.870
2094	69.870	2109	70.370
2109	70.370	2124	70.871
2124	70.871	2141	71.438
2141	71.438	2156	71.939
2156	71.939	2171	72.439
2171	72.439	2186	72.940
2186	72.940	2201	73.440
2201	73.440	2216	73.941
2216	73.941	2231	74.441
2231	74.441	2246	74.942
2246	74.942	2261	75.442
2261	75.442	2276	75.943
2276	75.943	2292	76.476
2292	76.476	2307	76.977
2307	76.977	2322	77.477
2322	77.477	2337	77.978
2337	77.978	2352	78.478
2352	78.478	2367	78.979
