startframe	starttime	endframe	endtime
0	0.000	250	8.342
250	8.342	266	8.876
266	8.876	282	9.409
282	9.409	298	9.943
298	9.943	496	16.550
496	16.550	512	17.084
512	17.084	528	17.618
528	17.618	544	18.151
544	18.151	560	18.685
560	18.685	576	19.219
576	19.219	594	19.820
594	19.820	612	20.420
612	20.420	630	21.021
630	21.021	648	21.622
648	21.622	666	22.222
666	22.222	684	22.823
684	22.823	702	23.423
702	23.423	720	24.024
720	24.024	738	24.625
738	24.625	754	25.158
754	25.158	770	25.692
770	25.692	786	26.226
786	26.226	988	32.966
988	32.966	1004	33.500
1004	33.500	1020	34.034
1020	34.034	1036	34.568
1036	34.568	1230	41.041
1230	41.041	1246	41.575
1246	41.575	1264	42.175
1264	42.175	1282	42.776
1282	42.776	1474	49.182
1474	49.182	1490	49.716
1490	49.716	1510	50.384
1510	50.384	1526	50.918
1526	50.918	1718	57.324
1718	57.324	1734	57.858
1734	57.858	1750	58.392
1750	58.392	1766	58.926
1766	58.926	1962	65.465
1962	65.465	1978	65.999
1978	65.999	1994	66.533
1994	66.533	2010	67.067
2010	67.067	2208	73.674
2208	73.674	2224	74.207
2224	74.207	2240	74.741
2240	74.741	2256	75.275
2256	75.275	2304	76.877
2304	76.877	2324	77.544
2324	77.544	2340	78.078
2340	78.078	2380	79.413
2380	79.413	2396	79.947
2396	79.947	2416	80.614
2416	80.614	2432	81.148
2432	81.148	2448	81.682
2448	81.682	2464	82.215
2464	82.215	2480	82.749
2480	82.749	2496	83.283
2496	83.283	2692	89.823
2692	89.823	2708	90.357
2708	90.357	2724	90.891
2724	90.891	2740	91.425
2740	91.425	2882	96.163
2882	96.163	2926	97.631
2926	97.631	2942	98.165
2942	98.165	2958	98.699
2958	98.699	2974	99.232
2974	99.232	2990	99.766
2990	99.766	3168	105.706
3168	105.706	3184	106.239
3184	106.239	3200	106.773
3200	106.773	3216	107.307
3216	107.307	3236	107.975
3236	107.975	3264	108.909
3264	108.909	3280	109.443
3280	109.443	3296	109.977
3296	109.977	3312	110.510
3312	110.510	3328	111.044
3328	111.044	3344	111.578
3344	111.578	3362	112.179
3362	112.179	3378	112.713
3378	112.713	3394	113.246
3394	113.246	3410	113.780
3410	113.780	3426	114.314
3426	114.314	3442	114.848
3442	114.848	3458	115.382
3458	115.382	3500	116.783
3500	116.783	3602	120.187
3602	120.187	3660	122.122
3660	122.122	3676	122.656
3676	122.656	3692	123.190
3692	123.190	3750	125.125
3750	125.125	3902	130.197
3902	130.197	3920	130.797
3920	130.797	3936	131.331
3936	131.331	3954	131.932
3954	131.932	4000	133.467
4000	133.467	4154	138.605
4154	138.605	4170	139.139
4170	139.139	4186	139.673
4186	139.673	4250	141.808
4250	141.808	4402	146.880
4402	146.880	4418	147.414
4418	147.414	4434	147.948
4434	147.948	4450	148.482
4450	148.482	4500	150.150
4500	150.150	4642	154.888
4642	154.888	4658	155.422
4658	155.422	4674	155.956
4674	155.956	4690	156.490
4690	156.490	4706	157.024
4706	157.024	4742	158.225
4742	158.225	4764	158.959
4764	158.959	4784	159.626
4784	159.626	4802	160.227
4802	160.227	4820	160.827
4820	160.827	4838	161.428
4838	161.428	4854	161.962
4854	161.962	4874	162.629
4874	162.629	4890	163.163
4890	163.163	4906	163.697
4906	163.697	4922	164.231
4922	164.231	4938	164.765
4938	164.765	5126	171.038
5126	171.038	5142	171.571
5142	171.571	5158	172.105
5158	172.105	5174	172.639
5174	172.639	5250	175.175
5250	175.175	5402	180.247
5402	180.247	5418	180.781
5418	180.781	5500	183.517
5500	183.517	5594	186.653
5594	186.653	5614	187.320
5614	187.320	5630	187.854
5630	187.854	5646	188.388
5646	188.388	5662	188.922
5662	188.922	5678	189.456
5678	189.456	5694	189.990
5694	189.990	5710	190.524
5710	190.524	5728	191.124
5728	191.124	5750	191.858
5750	191.858	5774	192.659
5774	192.659	5800	193.527
5800	193.527	5816	194.061
5816	194.061	5834	194.661
5834	194.661	5852	195.262
5852	195.262	5884	196.329
5884	196.329	5900	196.863
5900	196.863	5916	197.397
5916	197.397	5932	197.931
5932	197.931	5948	198.465
5948	198.465	6000	200.200
6000	200.200	6026	201.068
6026	201.068	6050	201.868
6050	201.868	6074	202.669
6074	202.669	6098	203.470
6098	203.470	6114	204.004
6114	204.004	6136	204.738
6136	204.738	6152	205.272
6152	205.272	6168	205.806
6168	205.806	6184	206.339
6184	206.339	6202	206.940
6202	206.940	6218	207.474
6218	207.474	6234	208.008
6234	208.008	6250	208.542
6250	208.542	6266	209.076
6266	209.076	6284	209.676
6284	209.676	6300	210.210
6300	210.210	6316	210.744
6316	210.744	6332	211.278
6332	211.278	6348	211.812
6348	211.812	6364	212.345
6364	212.345	6380	212.879
6380	212.879	6396	213.413
6396	213.413	6412	213.947
6412	213.947	6428	214.481
6428	214.481	6444	215.015
6444	215.015	6460	215.549
6460	215.549	6476	216.083
6476	216.083	6492	216.616
6492	216.616	6508	217.150
6508	217.150	6524	217.684
6524	217.684	6540	218.218
6540	218.218	6556	218.752
6556	218.752	6572	219.286
6572	219.286	6588	219.820
6588	219.820	6604	220.353
6604	220.353	6620	220.887
6620	220.887	6636	221.421
6636	221.421	6652	221.955
6652	221.955	6668	222.489
6668	222.489	6750	225.225
6750	225.225	6874	229.362
6874	229.362	6890	229.896
6890	229.896	6906	230.430
6906	230.430	6922	230.964
6922	230.964	6938	231.498
6938	231.498	6974	232.699
6974	232.699	6994	233.366
6994	233.366	7022	234.301
7022	234.301	7044	235.035
7044	235.035	7060	235.569
7060	235.569	7082	236.303
7082	236.303	7106	237.104
7106	237.104	7122	237.637
7122	237.637	7138	238.171
7138	238.171	7154	238.705
7154	238.705	7170	239.239
7170	239.239	7250	241.908
7250	241.908	7358	245.512
7358	245.512	7374	246.046
7374	246.046	7390	246.580
7390	246.580	7406	247.114
7406	247.114	7430	247.914
7430	247.914	7454	248.715
7454	248.715	7470	249.249
7470	249.249	7490	249.916
7490	249.916	7538	251.518
7538	251.518	7562	252.319
7562	252.319	7602	253.653
7602	253.653	7618	254.187
7618	254.187	7634	254.721
7634	254.721	7650	255.255
7650	255.255	7666	255.789
7666	255.789	7682	256.323
7682	256.323	7698	256.857
7698	256.857	7714	257.390
7714	257.390	7730	257.924
7730	257.924	7746	258.458
7746	258.458	7762	258.992
7762	258.992	7778	259.526
7778	259.526	7794	260.060
7794	260.060	7810	260.594
7810	260.594	7826	261.128
7826	261.128	7842	261.661
7842	261.661	7858	262.195
7858	262.195	7874	262.729
7874	262.729	7890	263.263
7890	263.263	8000	266.933
8000	266.933	8090	269.936
8090	269.936	8106	270.470
8106	270.470	8122	271.004
8122	271.004	8138	271.538
8138	271.538	8162	272.339
8162	272.339	8182	273.006
8182	273.006	8198	273.540
8198	273.540	8214	274.074
8214	274.074	8234	274.741
8234	274.741	8250	275.275
8250	275.275	8282	276.343
8282	276.343	8320	277.611
8320	277.611	8336	278.145
8336	278.145	8352	278.678
8352	278.678	8368	279.212
8368	279.212	8384	279.746
8384	279.746	8402	280.347
8402	280.347	8450	281.948
8450	281.948	8474	282.749
8474	282.749	8500	283.617
8500	283.617	8554	285.418
8554	285.418	8570	285.952
8570	285.952	8586	286.486
8586	286.486	8602	287.020
8602	287.020	8618	287.554
8618	287.554	8636	288.155
8636	288.155	8652	288.688
8652	288.688	8668	289.222
8668	289.222	8686	289.823
8686	289.823	8702	290.357
8702	290.357	8718	290.891
8718	290.891	8734	291.424
8734	291.424	8750	291.958
8750	291.958	8766	292.492
8766	292.492	8784	293.093
8784	293.093	8800	293.627
8800	293.627	8816	294.161
8816	294.161	8832	294.694
8832	294.694	8848	295.228
8848	295.228	8864	295.762
8864	295.762	8880	296.296
8880	296.296	8896	296.830
8896	296.830	8912	297.364
8912	297.364	8928	297.898
8928	297.898	8944	298.431
8944	298.431	8960	298.965
8960	298.965	8976	299.499
8976	299.499	8992	300.033
8992	300.033	9008	300.567
9008	300.567	9024	301.101
9024	301.101	9040	301.635
9040	301.635	9056	302.169
9056	302.169	9072	302.702
9072	302.702	9088	303.236
9088	303.236	9110	303.970
9110	303.970	9134	304.771
9134	304.771	9158	305.572
9158	305.572	9182	306.373
9182	306.373	9200	306.973
9200	306.973	9216	307.507
9216	307.507	9220	307.641
