startframe	starttime	endframe	endtime
0	0.000	251	10.040
251	10.040	266	10.640
266	10.640	281	11.240
281	11.240	296	11.840
296	11.840	311	12.440
311	12.440	326	13.040
326	13.040	384	15.360
384	15.360	399	15.960
399	15.960	414	16.560
414	16.560	430	17.200
430	17.200	476	19.040
476	19.040	491	19.640
491	19.640	506	20.240
506	20.240	566	22.640
566	22.640	624	24.960
624	24.960	639	25.560
639	25.560	654	26.160
654	26.160	669	26.760
669	26.760	688	27.520
688	27.520	703	28.120
703	28.120	718	28.720
718	28.720	733	29.320
733	29.320	748	29.920
748	29.920	763	30.520
763	30.520	778	31.120
778	31.120	793	31.720
793	31.720	808	32.320
808	32.320	823	32.920
823	32.920	838	33.520
838	33.520	854	34.160
854	34.160	869	34.760
869	34.760	884	35.360
884	35.360	899	35.960
899	35.960	914	36.560
914	36.560	931	37.240
931	37.240	1005	40.200
1005	40.200	1020	40.800
1020	40.800	1035	41.400
1035	41.400	1050	42.000
1050	42.000	1065	42.600
1065	42.600	1080	43.200
1080	43.200	1095	43.800
1095	43.800	1110	44.400
1110	44.400	1125	45.000
1125	45.000	1140	45.600
1140	45.600	1155	46.200
1155	46.200	1170	46.800
1170	46.800	1185	47.400
1185	47.400	1200	48.000
1200	48.000	1215	48.600
1215	48.600	1230	49.200
1230	49.200	1247	49.880
1247	49.880	1262	50.480
1262	50.480	1277	51.080
1277	51.080	1380	55.200
1380	55.200	1395	55.800
1395	55.800	1509	60.360
1509	60.360	1524	60.960
1524	60.960	1539	61.560
1539	61.560	1554	62.160
1554	62.160	1569	62.760
1569	62.760	1584	63.360
1584	63.360	1599	63.960
1599	63.960	1614	64.560
1614	64.560	1629	65.160
1629	65.160	1644	65.760
1644	65.760	1659	66.360
1659	66.360	1768	70.720
1768	70.720	1783	71.320
1783	71.320	1836	73.440
1836	73.440	1853	74.120
1853	74.120	1868	74.720
1868	74.720	1899	75.960
1899	75.960	1914	76.560
1914	76.560	1930	77.200
1930	77.200	1971	78.840
1971	78.840	2018	80.720
2018	80.720	2051	82.040
2051	82.040	2066	82.640
2066	82.640	2085	83.400
2085	83.400	2100	84.000
2100	84.000	2160	86.400
2160	86.400	2223	88.920
2223	88.920	2268	90.720
2268	90.720	2286	91.440
2286	91.440	2301	92.040
2301	92.040	2392	95.680
2392	95.680	2407	96.280
2407	96.280	2435	97.400
2435	97.400	2563	102.520
2563	102.520	2593	103.720
2593	103.720	2608	104.320
2608	104.320	2623	104.920
2623	104.920	2638	105.520
2638	105.520	2653	106.120
2653	106.120	2669	106.760
2669	106.760	2684	107.360
2684	107.360	2699	107.960
2699	107.960	2714	108.560
2714	108.560	2729	109.160
2729	109.160	2744	109.760
2744	109.760	2759	110.360
2759	110.360	2774	110.960
2774	110.960	2789	111.560
2789	111.560	2804	112.160
2804	112.160	2819	112.760
2819	112.760	2834	113.360
