startframe	starttime	endframe	endtime
0	0.000	37	1.542
37	1.542	52	2.167
52	2.167	67	2.792
67	2.792	82	3.417
82	3.417	97	4.042
97	4.042	112	4.667
112	4.667	127	5.292
127	5.292	142	5.917
142	5.917	157	6.542
157	6.542	172	7.167
172	7.167	188	7.833
188	7.833	207	8.625
207	8.625	224	9.333
224	9.333	240	10.000
240	10.000	255	10.625
255	10.625	270	11.250
270	11.250	286	11.917
286	11.917	302	12.583
302	12.583	317	13.208
317	13.208	332	13.833
332	13.833	347	14.458
347	14.458	362	15.083
362	15.083	377	15.708
377	15.708	392	16.333
392	16.333	407	16.958
407	16.958	422	17.583
422	17.583	502	20.917
502	20.917	517	21.542
517	21.542	532	22.167
532	22.167	547	22.792
547	22.792	562	23.417
562	23.417	577	24.042
577	24.042	592	24.667
592	24.667	607	25.292
607	25.292	622	25.917
622	25.917	637	26.542
637	26.542	652	27.167
652	27.167	705	29.375
705	29.375	787	32.792
787	32.792	834	34.750
834	34.750	885	36.875
885	36.875	901	37.542
901	37.542	916	38.167
916	38.167	1016	42.333
1016	42.333	1031	42.958
1031	42.958	1046	43.583
1046	43.583	1061	44.208
1061	44.208	1076	44.833
1076	44.833	1091	45.458
1091	45.458	1106	46.083
1106	46.083	1121	46.708
1121	46.708	1136	47.333
1136	47.333	1151	47.958
1151	47.958	1189	49.542
1189	49.542	1228	51.167
1228	51.167	1303	54.292
1303	54.292	1430	59.583
1430	59.583	1520	63.333
1520	63.333	1618	67.417
1618	67.417	1704	71.000
1704	71.000	1769	73.708
1769	73.708	1864	77.667
1864	77.667	1879	78.292
1879	78.292	1932	80.500
1932	80.500	1969	82.042
1969	82.042	2007	83.625
2007	83.625	2163	90.125
2163	90.125	2281	95.042
2281	95.042	2347	97.792
2347	97.792	2431	101.292
2431	101.292	2531	105.458
2531	105.458	2732	113.833
2732	113.833	2747	114.458
2747	114.458	2762	115.083
2762	115.083	2778	115.750
2778	115.750	2793	116.375
2793	116.375	2808	117.000
2808	117.000	2824	117.667
2824	117.667	2876	119.833
2876	119.833	2898	120.750
2898	120.750	2943	122.625
2943	122.625	2958	123.250
2958	123.250	2973	123.875
2973	123.875	2988	124.500
2988	124.500	3003	125.125
3003	125.125	3147	131.125
3147	131.125	3162	131.750
3162	131.750	3177	132.375
3177	132.375	3192	133.000
3192	133.000	3207	133.625
3207	133.625	3222	134.250
3222	134.250	3237	134.875
3237	134.875	3252	135.500
3252	135.500	3267	136.125
