startframe	starttime	endframe	endtime
0	0.000	9	0.300
9	0.300	24	0.801
24	0.801	39	1.301
39	1.301	57	1.902
57	1.902	72	2.402
72	2.402	87	2.903
87	2.903	103	3.437
103	3.437	118	3.937
118	3.937	134	4.471
134	4.471	149	4.972
149	4.972	164	5.472
164	5.472	179	5.973
179	5.973	194	6.473
194	6.473	209	6.974
209	6.974	224	7.474
224	7.474	239	7.975
239	7.975	254	8.475
254	8.475	270	9.009
270	9.009	286	9.543
286	9.543	301	10.043
301	10.043	316	10.544
316	10.544	331	11.044
331	11.044	346	11.545
346	11.545	361	12.045
361	12.045	376	12.546
376	12.546	391	13.046
391	13.046	406	13.547
406	13.547	421	14.047
421	14.047	436	14.548
436	14.548	451	15.048
451	15.048	466	15.549
466	15.549	481	16.049
481	16.049	496	16.550
496	16.550	511	17.050
511	17.050	526	17.551
526	17.551	541	18.051
541	18.051	556	18.552
556	18.552	571	19.052
571	19.052	586	19.553
586	19.553	601	20.053
601	20.053	616	20.554
616	20.554	631	21.054
631	21.054	646	21.555
646	21.555	661	22.055
661	22.055	676	22.556
676	22.556	691	23.056
691	23.056	706	23.557
706	23.557	721	24.057
721	24.057	736	24.558
736	24.558	751	25.058
751	25.058	766	25.559
766	25.559	781	26.059
781	26.059	796	26.560
796	26.560	811	27.060
811	27.060	826	27.561
826	27.561	841	28.061
841	28.061	856	28.562
856	28.562	871	29.062
871	29.062	886	29.563
886	29.563	901	30.063
901	30.063	916	30.564
916	30.564	931	31.064
931	31.064	946	31.565
946	31.565	961	32.065
961	32.065	976	32.566
976	32.566	991	33.066
991	33.066	1006	33.567
1006	33.567	1021	34.067
1021	34.067	1036	34.568
1036	34.568	1051	35.068
1051	35.068	1066	35.569
1066	35.569	1081	36.069
1081	36.069	1096	36.570
1096	36.570	1114	37.170
1114	37.170	1130	37.704
1130	37.704	1146	38.238
1146	38.238	1162	38.772
1162	38.772	1178	39.306
1178	39.306	1194	39.840
1194	39.840	1214	40.507
1214	40.507	1230	41.041
1230	41.041	1247	41.608
1247	41.608	1262	42.109
1262	42.109	1277	42.609
1277	42.609	1292	43.110
1292	43.110	1307	43.610
1307	43.610	1322	44.111
1322	44.111	1337	44.611
1337	44.611	1352	45.112
1352	45.112	1367	45.612
1367	45.612	1382	46.113
1382	46.113	1397	46.613
1397	46.613	1412	47.114
1412	47.114	1427	47.614
1427	47.614	1442	48.115
1442	48.115	1457	48.615
1457	48.615	1472	49.116
1472	49.116	1487	49.616
1487	49.616	1502	50.117
1502	50.117	1517	50.617
1517	50.617	1532	51.118
1532	51.118	1547	51.618
1547	51.618	1562	52.119
1562	52.119	1577	52.619
