startframe	starttime	endframe	endtime
0	0.000	1	0.040
1	0.040	16	0.640
16	0.640	31	1.240
31	1.240	46	1.840
46	1.840	61	2.440
61	2.440	76	3.040
76	3.040	91	3.640
91	3.640	106	4.240
106	4.240	121	4.840
121	4.840	136	5.440
136	5.440	151	6.040
151	6.040	166	6.640
166	6.640	181	7.240
181	7.240	196	7.840
196	7.840	211	8.440
211	8.440	226	9.040
226	9.040	241	9.640
241	9.640	256	10.240
256	10.240	271	10.840
271	10.840	286	11.440
286	11.440	301	12.040
301	12.040	316	12.640
316	12.640	331	13.240
331	13.240	346	13.840
346	13.840	361	14.440
361	14.440	376	15.040
376	15.040	391	15.640
391	15.640	406	16.240
406	16.240	421	16.840
421	16.840	436	17.440
436	17.440	451	18.040
451	18.040	466	18.640
466	18.640	481	19.240
481	19.240	496	19.840
496	19.840	511	20.440
511	20.440	526	21.040
526	21.040	541	21.640
541	21.640	644	25.760
644	25.760	659	26.360
659	26.360	675	27.000
675	27.000	690	27.600
690	27.600	705	28.200
705	28.200	720	28.800
720	28.800	735	29.400
735	29.400	750	30.000
750	30.000	765	30.600
765	30.600	780	31.200
780	31.200	795	31.800
795	31.800	810	32.400
810	32.400	825	33.000
825	33.000	840	33.600
840	33.600	904	36.160
904	36.160	919	36.760
919	36.760	934	37.360
934	37.360	950	38.000
950	38.000	965	38.600
965	38.600	981	39.240
981	39.240	1001	40.040
1001	40.040	1016	40.640
1016	40.640	1031	41.240
1031	41.240	1046	41.840
1046	41.840	1061	42.440
1061	42.440	1076	43.040
1076	43.040	1091	43.640
1091	43.640	1106	44.240
1106	44.240	1121	44.840
1121	44.840	1136	45.440
1136	45.440	1151	46.040
1151	46.040	1167	46.680
1167	46.680	1182	47.280
1182	47.280	1197	47.880
1197	47.880	1212	48.480
1212	48.480	1227	49.080
1227	49.080	1242	49.680
1242	49.680	1257	50.280
1257	50.280	1272	50.880
1272	50.880	1287	51.480
1287	51.480	1302	52.080
1302	52.080	1317	52.680
1317	52.680	1332	53.280
1332	53.280	1347	53.880
1347	53.880	1363	54.520
1363	54.520	1378	55.120
1378	55.120	1398	55.920
1398	55.920	1413	56.520
