startframe	starttime	endframe	endtime
0	0.000	15	0.501
15	0.501	30	1.001
30	1.001	164	5.472
164	5.472	182	6.073
182	6.073	264	8.809
264	8.809	279	9.309
279	9.309	731	24.391
731	24.391	812	27.094
812	27.094	888	29.630
888	29.630	905	30.197
905	30.197	920	30.697
920	30.697	935	31.198
935	31.198	953	31.798
953	31.798	968	32.299
968	32.299	983	32.799
983	32.799	998	33.300
998	33.300	1013	33.800
1013	33.800	1028	34.301
1028	34.301	1043	34.801
1043	34.801	1058	35.302
1058	35.302	1073	35.802
1073	35.802	1120	37.371
1120	37.371	1138	37.971
1138	37.971	1158	38.639
1158	38.639	1184	39.506
1184	39.506	1199	40.007
1199	40.007	1240	41.375
1240	41.375	1291	43.076
1291	43.076	1306	43.577
1306	43.577	1321	44.077
1321	44.077	1336	44.578
1336	44.578	1351	45.078
1351	45.078	1366	45.579
1366	45.579	1381	46.079
1381	46.079	1397	46.613
1397	46.613	1436	47.915
1436	47.915	1451	48.415
1451	48.415	1480	49.383
1480	49.383	1496	49.917
1496	49.917	1630	54.388
1630	54.388	1646	54.922
1646	54.922	1842	61.461
1842	61.461	1857	61.962
1857	61.962	1906	63.597
1906	63.597	2156	71.939
2156	71.939	2302	76.810
2302	76.810	2317	77.311
2317	77.311	2333	77.844
2333	77.844	2348	78.345
2348	78.345	2364	78.879
2364	78.879	2379	79.379
2379	79.379	2394	79.880
2394	79.880	2410	80.414
2410	80.414	2426	80.948
2426	80.948	2441	81.448
2441	81.448	2456	81.949
2456	81.949	2473	82.516
2473	82.516	2488	83.016
2488	83.016	2503	83.517
2503	83.517	2518	84.017
2518	84.017	2579	86.053
2579	86.053	2663	88.855
2663	88.855	2678	89.356
2678	89.356	2693	89.856
2693	89.856	2708	90.357
2708	90.357	2723	90.857
2723	90.857	2828	94.361
2828	94.361	2912	97.164
2912	97.164	2983	99.533
2983	99.533	3001	100.133
3001	100.133	3016	100.634
3016	100.634	3037	101.335
3037	101.335	3052	101.835
3052	101.835	3067	102.336
3067	102.336	3082	102.836
3082	102.836	3098	103.370
3098	103.370	3158	105.372
3158	105.372	3173	105.872
3173	105.872	3242	108.175
3242	108.175	3257	108.675
3257	108.675	3272	109.176
3272	109.176	3336	111.311
3336	111.311	3351	111.812
3351	111.812	3366	112.312
3366	112.312	3381	112.813
3381	112.813	3398	113.380
3398	113.380	3413	113.880
3413	113.880	3445	114.948
3445	114.948	3461	115.482
3461	115.482	3476	115.983
3476	115.983	3518	117.384
3518	117.384	3533	117.884
3533	117.884	3628	121.054
3628	121.054	3644	121.588
3644	121.588	3659	122.089
3659	122.089	3674	122.589
3674	122.589	3695	123.290
3695	123.290	3710	123.790
3710	123.790	3725	124.291
3725	124.291	3740	124.791
3740	124.791	3755	125.292
3755	125.292	3770	125.792
3770	125.792	3785	126.293
3785	126.293	3800	126.793
3800	126.793	3816	127.327
3816	127.327	3831	127.828
3831	127.828	3846	128.328
3846	128.328	3861	128.829
3861	128.829	3876	129.329
3876	129.329	3891	129.830
3891	129.830	3906	130.330
3906	130.330	3921	130.831
3921	130.831	3936	131.331
3936	131.331	3951	131.832
3951	131.832	3966	132.332
3966	132.332	3981	132.833
3981	132.833	3996	133.333
3996	133.333	4011	133.834
4011	133.834	4026	134.334
4026	134.334	4042	134.868
4042	134.868	4061	135.502
4061	135.502	4076	136.003
4076	136.003	4091	136.503
4091	136.503	4106	137.004
4106	137.004	4121	137.504
4121	137.504	4136	138.005
4136	138.005	4178	139.406
4178	139.406	4224	140.941
4224	140.941	4305	143.643
4305	143.643	4330	144.478
4330	144.478	4345	144.978
4345	144.978	4363	145.579
4363	145.579	4379	146.113
4379	146.113	4395	146.647
4395	146.647	4412	147.214
4412	147.214	4432	147.881
4432	147.881	4464	148.949
4464	148.949	4479	149.449
4479	149.449	4494	149.950
4494	149.950	4509	150.450
4509	150.450	4524	150.951
4524	150.951	4539	151.451
4539	151.451	4554	151.952
4554	151.952	4569	152.452
4569	152.452	4584	152.953
4584	152.953	4599	153.453
4599	153.453	4614	153.954
4614	153.954	4629	154.454
4629	154.454	4644	154.955
4644	154.955	4659	155.455
4659	155.455	4674	155.956
4674	155.956	4689	156.456
4689	156.456	4704	156.957
4704	156.957	4719	157.457
4719	157.457	4734	157.958
4734	157.958	4749	158.458
4749	158.458	4766	159.026
4766	159.026	4781	159.526
4781	159.526	4796	160.027
4796	160.027	4811	160.527
4811	160.527	4826	161.028
4826	161.028	4841	161.528
4841	161.528	4856	162.029
4856	162.029	4871	162.529
4871	162.529	4986	166.366
4986	166.366	5037	168.068
5037	168.068	5104	170.303
5104	170.303	5168	172.439
5168	172.439	5185	173.006
5185	173.006	5200	173.507
5200	173.507	5215	174.007
5215	174.007	5233	174.608
5233	174.608	5352	178.578
5352	178.578	5445	181.681
5445	181.681	5493	183.283
5493	183.283	5588	186.453
5588	186.453	5603	186.953
5603	186.953	5675	189.356
5675	189.356	5737	191.425
5737	191.425	5811	193.894
5811	193.894	5826	194.394
5826	194.394	5841	194.895
5841	194.895	5856	195.395
5856	195.395	5871	195.896
5871	195.896	5886	196.396
5886	196.396	5901	196.897
5901	196.897	5916	197.397
5916	197.397	5931	197.898
5931	197.898	5955	198.698
5955	198.698	6001	200.233
6001	200.233	6051	201.902
6051	201.902	6078	202.803
6078	202.803	6093	203.303
6093	203.303	6108	203.804
6108	203.804	6123	204.304
6123	204.304	6138	204.805
6138	204.805	6153	205.305
6153	205.305	6168	205.806
6168	205.806	6183	206.306
6183	206.306	6198	206.807
6198	206.807	6215	207.374
6215	207.374	6232	207.941
6232	207.941	6292	209.943
6292	209.943	6331	211.244
6331	211.244	6346	211.745
6346	211.745	6362	212.279
6362	212.279	6377	212.779
6377	212.779	6392	213.280
6392	213.280	6407	213.780
6407	213.780	6422	214.281
6422	214.281	6437	214.781
6437	214.781	6595	220.053
6595	220.053	6610	220.554
6610	220.554	6625	221.054
6625	221.054	6640	221.555
6640	221.555	6655	222.055
6655	222.055	6670	222.556
6670	222.556	6685	223.056
6685	223.056	6700	223.557
6700	223.557	6715	224.057
6715	224.057	6731	224.591
6731	224.591	6746	225.092
6746	225.092	6761	225.592
6761	225.592	6786	226.426
6786	226.426	6879	229.529
6879	229.529	6894	230.030
6894	230.030	6909	230.530
6909	230.530	6924	231.031
6924	231.031	6939	231.531
6939	231.531	6954	232.032
6954	232.032	6969	232.532
6969	232.532	6984	233.033
6984	233.033	6999	233.533
6999	233.533	7014	234.034
7014	234.034	7029	234.534
7029	234.534	7044	235.035
7044	235.035	7059	235.535
7059	235.535	7074	236.036
7074	236.036	7089	236.536
7089	236.536	7104	237.037
7104	237.037	7119	237.537
7119	237.537	7134	238.038
