startframe	starttime	endframe	endtime
0	0.000	32	1.068
32	1.068	47	1.568
47	1.568	62	2.069
62	2.069	77	2.569
77	2.569	92	3.070
92	3.070	108	3.604
108	3.604	123	4.104
123	4.104	138	4.605
138	4.605	153	5.105
153	5.105	168	5.606
168	5.606	183	6.106
183	6.106	198	6.607
198	6.607	213	7.107
213	7.107	228	7.608
228	7.608	243	8.108
243	8.108	258	8.609
258	8.609	273	9.109
273	9.109	288	9.610
288	9.610	303	10.110
303	10.110	318	10.611
318	10.611	333	11.111
333	11.111	348	11.612
348	11.612	363	12.112
363	12.112	378	12.613
378	12.613	393	13.113
393	13.113	408	13.614
408	13.614	423	14.114
423	14.114	438	14.615
438	14.615	453	15.115
453	15.115	468	15.616
468	15.616	483	16.116
483	16.116	542	18.085
542	18.085	586	19.553
586	19.553	601	20.053
601	20.053	630	21.021
630	21.021	645	21.521
645	21.521	665	22.189
665	22.189	681	22.723
681	22.723	697	23.257
697	23.257	713	23.790
713	23.790	728	24.291
728	24.291	743	24.791
743	24.791	769	25.659
769	25.659	784	26.159
784	26.159	799	26.660
799	26.660	814	27.160
814	27.160	829	27.661
829	27.661	844	28.161
844	28.161	859	28.662
859	28.662	874	29.162
874	29.162	889	29.663
889	29.663	905	30.197
905	30.197	940	31.365
940	31.365	955	31.865
955	31.865	970	32.366
970	32.366	985	32.866
985	32.866	1000	33.367
1000	33.367	1015	33.867
1015	33.867	1030	34.368
1030	34.368	1045	34.868
1045	34.868	1060	35.369
1060	35.369	1075	35.869
1075	35.869	1090	36.370
1090	36.370	1106	36.904
1106	36.904	1121	37.404
1121	37.404	1136	37.905
1136	37.905	1151	38.405
1151	38.405	1166	38.906
1166	38.906	1181	39.406
1181	39.406	1196	39.907
1196	39.907	1211	40.407
1211	40.407	1226	40.908
1226	40.908	1241	41.408
1241	41.408	1256	41.909
1256	41.909	1271	42.409
1271	42.409	1286	42.910
1286	42.910	1301	43.410
1301	43.410	1316	43.911
1316	43.911	1331	44.411
1331	44.411	1468	48.982
1468	48.982	1483	49.483
1483	49.483	1498	49.983
1498	49.983	1513	50.484
1513	50.484	1528	50.984
1528	50.984	1543	51.485
1543	51.485	1558	51.985
1558	51.985	1573	52.486
1573	52.486	1588	52.986
1588	52.986	1603	53.487
1603	53.487	1618	53.987
1618	53.987	1633	54.488
1633	54.488	1648	54.988
1648	54.988	1663	55.489
1663	55.489	1678	55.989
1678	55.989	1693	56.490
1693	56.490	1708	56.990
1708	56.990	1723	57.491
1723	57.491	1738	57.991
1738	57.991	1772	59.126
1772	59.126	1787	59.626
1787	59.626	1802	60.127
1802	60.127	1817	60.627
1817	60.627	1832	61.128
1832	61.128	1847	61.628
1847	61.628	1862	62.129
1862	62.129	1877	62.629
1877	62.629	1892	63.130
1892	63.130	1907	63.630
1907	63.630	1922	64.131
1922	64.131	1937	64.631
1937	64.631	1967	65.632
1967	65.632	1982	66.133
1982	66.133	1997	66.633
1997	66.633	2019	67.367
2019	67.367	2036	67.935
2036	67.935	2057	68.635
2057	68.635	2072	69.136
2072	69.136	2087	69.636
2087	69.636	2103	70.170
2103	70.170	2129	71.038
2129	71.038	2160	72.072
2160	72.072	2175	72.573
2175	72.573	2190	73.073
2190	73.073	2205	73.573
2205	73.573	2220	74.074
