startframe	starttime	endframe	endtime
0	0.000	2	0.080
2	0.080	17	0.680
17	0.680	32	1.280
32	1.280	47	1.880
47	1.880	62	2.480
62	2.480	77	3.080
77	3.080	92	3.680
92	3.680	107	4.280
107	4.280	122	4.880
122	4.880	137	5.480
137	5.480	152	6.080
152	6.080	167	6.680
167	6.680	194	7.760
194	7.760	209	8.360
209	8.360	224	8.960
224	8.960	239	9.560
239	9.560	254	10.160
254	10.160	269	10.760
269	10.760	284	11.360
284	11.360	299	11.960
299	11.960	314	12.560
314	12.560	329	13.160
329	13.160	344	13.760
344	13.760	359	14.360
359	14.360	375	15.000
375	15.000	390	15.600
390	15.600	405	16.200
405	16.200	420	16.800
420	16.800	435	17.400
435	17.400	450	18.000
450	18.000	465	18.600
465	18.600	480	19.200
480	19.200	495	19.800
495	19.800	510	20.400
510	20.400	525	21.000
525	21.000	540	21.600
540	21.600	555	22.200
555	22.200	570	22.800
570	22.800	585	23.400
585	23.400	600	24.000
600	24.000	615	24.600
615	24.600	630	25.200
630	25.200	645	25.800
645	25.800	660	26.400
660	26.400	675	27.000
675	27.000	690	27.600
690	27.600	705	28.200
705	28.200	720	28.800
720	28.800	735	29.400
735	29.400	750	30.000
750	30.000	776	31.040
776	31.040	793	31.720
793	31.720	810	32.400
810	32.400	826	33.040
826	33.040	841	33.640
841	33.640	858	34.320
858	34.320	873	34.920
873	34.920	888	35.520
888	35.520	903	36.120
903	36.120	918	36.720
918	36.720	933	37.320
933	37.320	948	37.920
948	37.920	963	38.520
963	38.520	978	39.120
978	39.120	993	39.720
993	39.720	1008	40.320
1008	40.320	1023	40.920
1023	40.920	1038	41.520
1038	41.520	1053	42.120
1053	42.120	1068	42.720
1068	42.720	1083	43.320
1083	43.320	1098	43.920
1098	43.920	1113	44.520
1113	44.520	1128	45.120
1128	45.120	1143	45.720
1143	45.720	1158	46.320
1158	46.320	1173	46.920
1173	46.920	1188	47.520
1188	47.520	1203	48.120
1203	48.120	1218	48.720
1218	48.720	1233	49.320
1233	49.320	1248	49.920
1248	49.920	1263	50.520
1263	50.520	1278	51.120
1278	51.120	1293	51.720
1293	51.720	1308	52.320
1308	52.320	1323	52.920
1323	52.920	1338	53.520
1338	53.520	1353	54.120
1353	54.120	1368	54.720
1368	54.720	1383	55.320
1383	55.320	1398	55.920
1398	55.920	1413	56.520
1413	56.520	1428	57.120
1428	57.120	1443	57.720
1443	57.720	1458	58.320
1458	58.320	1473	58.920
1473	58.920	1488	59.520
1488	59.520	1503	60.120
1503	60.120	1518	60.720
1518	60.720	1533	61.320
1533	61.320	1548	61.920
1548	61.920	1563	62.520
1563	62.520	1578	63.120
1578	63.120	1593	63.720
1593	63.720	1608	64.320
1608	64.320	1623	64.920
1623	64.920	1638	65.520
1638	65.520	1653	66.120
1653	66.120	1668	66.720
1668	66.720	1683	67.320
1683	67.320	1698	67.920
1698	67.920	1713	68.520
1713	68.520	1728	69.120
1728	69.120	1743	69.720
1743	69.720	1758	70.320
1758	70.320	1773	70.920
1773	70.920	1788	71.520
1788	71.520	1803	72.120
1803	72.120	1818	72.720
1818	72.720	1833	73.320
1833	73.320	1848	73.920
1848	73.920	1863	74.520
1863	74.520	1878	75.120
1878	75.120	1893	75.720
1893	75.720	1908	76.320
1908	76.320	1923	76.920
1923	76.920	1938	77.520
1938	77.520	1953	78.120
1953	78.120	1968	78.720
1968	78.720	1983	79.320
1983	79.320	1998	79.920
1998	79.920	2013	80.520
2013	80.520	2028	81.120
2028	81.120	2043	81.720
2043	81.720	2058	82.320
2058	82.320	2073	82.920
2073	82.920	2088	83.520
2088	83.520	2103	84.120
2103	84.120	2118	84.720
2118	84.720	2133	85.320
2133	85.320	2148	85.920
2148	85.920	2163	86.520
2163	86.520	2178	87.120
2178	87.120	2193	87.720
2193	87.720	2208	88.320
2208	88.320	2223	88.920
2223	88.920	2238	89.520
2238	89.520	2253	90.120
2253	90.120	2268	90.720
2268	90.720	2283	91.320
2283	91.320	2298	91.920
2298	91.920	2313	92.520
2313	92.520	2328	93.120
2328	93.120	2343	93.720
2343	93.720	2358	94.320
2358	94.320	2373	94.920
2373	94.920	2388	95.520
2388	95.520	2403	96.120
2403	96.120	2418	96.720
2418	96.720	2433	97.320
2433	97.320	2448	97.920
2448	97.920	2463	98.520
2463	98.520	2478	99.120
2478	99.120	2493	99.720
2493	99.720	2508	100.320
2508	100.320	2523	100.920
2523	100.920	2538	101.520
2538	101.520	2553	102.120
2553	102.120	2568	102.720
2568	102.720	2583	103.320
2583	103.320	2598	103.920
2598	103.920	2613	104.520
2613	104.520	2628	105.120
2628	105.120	2643	105.720
2643	105.720	2658	106.320
2658	106.320	2673	106.920
2673	106.920	2688	107.520
2688	107.520	2703	108.120
2703	108.120	2718	108.720
2718	108.720	2733	109.320
2733	109.320	2748	109.920
2748	109.920	2763	110.520
2763	110.520	2778	111.120
2778	111.120	2793	111.720
2793	111.720	2808	112.320
2808	112.320	2823	112.920
2823	112.920	2838	113.520
