startframe	starttime	endframe	endtime
0	0.000	57	2.280
57	2.280	72	2.880
72	2.880	87	3.480
87	3.480	102	4.080
102	4.080	117	4.680
117	4.680	132	5.280
132	5.280	147	5.880
147	5.880	162	6.480
162	6.480	177	7.080
177	7.080	192	7.680
192	7.680	207	8.280
207	8.280	222	8.880
222	8.880	237	9.480
237	9.480	252	10.080
252	10.080	267	10.680
267	10.680	282	11.280
282	11.280	331	13.240
331	13.240	346	13.840
346	13.840	361	14.440
361	14.440	376	15.040
376	15.040	391	15.640
391	15.640	406	16.240
406	16.240	421	16.840
421	16.840	436	17.440
436	17.440	451	18.040
451	18.040	466	18.640
466	18.640	481	19.240
481	19.240	496	19.840
496	19.840	511	20.440
511	20.440	526	21.040
526	21.040	541	21.640
541	21.640	556	22.240
556	22.240	571	22.840
571	22.840	586	23.440
586	23.440	601	24.040
601	24.040	616	24.640
616	24.640	632	25.280
632	25.280	647	25.880
647	25.880	662	26.480
662	26.480	677	27.080
677	27.080	692	27.680
692	27.680	707	28.280
707	28.280	722	28.880
722	28.880	737	29.480
737	29.480	752	30.080
752	30.080	767	30.680
767	30.680	782	31.280
782	31.280	797	31.880
797	31.880	812	32.480
812	32.480	827	33.080
827	33.080	842	33.680
842	33.680	857	34.280
857	34.280	872	34.880
872	34.880	887	35.480
887	35.480	902	36.080
902	36.080	917	36.680
917	36.680	932	37.280
932	37.280	947	37.880
947	37.880	962	38.480
962	38.480	977	39.080
977	39.080	992	39.680
992	39.680	1007	40.280
1007	40.280	1022	40.880
1022	40.880	1037	41.480
1037	41.480	1052	42.080
1052	42.080	1067	42.680
1067	42.680	1082	43.280
1082	43.280	1097	43.880
1097	43.880	1113	44.520
1113	44.520	1128	45.120
1128	45.120	1143	45.720
1143	45.720	1158	46.320
1158	46.320	1173	46.920
1173	46.920	1188	47.520
1188	47.520	1203	48.120
1203	48.120	1218	48.720
1218	48.720	1233	49.320
1233	49.320	1248	49.920
1248	49.920	1263	50.520
1263	50.520	1278	51.120
1278	51.120	1293	51.720
1293	51.720	1308	52.320
1308	52.320	1323	52.920
1323	52.920	1338	53.520
1338	53.520	1353	54.120
1353	54.120	1368	54.720
1368	54.720	1383	55.320
1383	55.320	1398	55.920
1398	55.920	1413	56.520
1413	56.520	1428	57.120
1428	57.120	1443	57.720
1443	57.720	1458	58.320
1458	58.320	1473	58.920
1473	58.920	1488	59.520
1488	59.520	1503	60.120
1503	60.120	1518	60.720
1518	60.720	1533	61.320
1533	61.320	1548	61.920
1548	61.920	1563	62.520
1563	62.520	1578	63.120
1578	63.120	1593	63.720
1593	63.720	1608	64.320
1608	64.320	1623	64.920
1623	64.920	1638	65.520
1638	65.520	1653	66.120
1653	66.120	1668	66.720
1668	66.720	1683	67.320
1683	67.320	1698	67.920
1698	67.920	1785	71.400
1785	71.400	1800	72.000
1800	72.000	1815	72.600
1815	72.600	1830	73.200
1830	73.200	1845	73.800
1845	73.800	1860	74.400
1860	74.400	1875	75.000
1875	75.000	1910	76.400
1910	76.400	1925	77.000
1925	77.000	1946	77.840
1946	77.840	1961	78.440
1961	78.440	1976	79.040
1976	79.040	1991	79.640
1991	79.640	2006	80.240
2006	80.240	2021	80.840
2021	80.840	2036	81.440
2036	81.440	2051	82.040
2051	82.040	2066	82.640
2066	82.640	2081	83.240
2081	83.240	2096	83.840
2096	83.840	2111	84.440
2111	84.440	2126	85.040
2126	85.040	2141	85.640
2141	85.640	2156	86.240
2156	86.240	2171	86.840
2171	86.840	2186	87.440
2186	87.440	2201	88.040
2201	88.040	2216	88.640
2216	88.640	2245	89.800
2245	89.800	2260	90.400
2260	90.400	2275	91.000
2275	91.000	2290	91.600
2290	91.600	2305	92.200
2305	92.200	2320	92.800
2320	92.800	2335	93.400
2335	93.400	2350	94.000
2350	94.000	2365	94.600
2365	94.600	2380	95.200
2380	95.200	2395	95.800
2395	95.800	2410	96.400
2410	96.400	2425	97.000
2425	97.000	2440	97.600
2440	97.600	2455	98.200
2455	98.200	2470	98.800
2470	98.800	2485	99.400
2485	99.400	2500	100.000
2500	100.000	2515	100.600
2515	100.600	2530	101.200
2530	101.200	2545	101.800
2545	101.800	2560	102.400
2560	102.400	2575	103.000
2575	103.000	2590	103.600
2590	103.600	2605	104.200
2605	104.200	2620	104.800
2620	104.800	2635	105.400
2635	105.400	2650	106.000
2650	106.000	2665	106.600
2665	106.600	2680	107.200
2680	107.200	2695	107.800
2695	107.800	2710	108.400
2710	108.400	2725	109.000
2725	109.000	2740	109.600
2740	109.600	2755	110.200
2755	110.200	2770	110.800
2770	110.800	2785	111.400
2785	111.400	2800	112.000
2800	112.000	2815	112.600
2815	112.600	2830	113.200
2830	113.200	2845	113.800
2845	113.800	2860	114.400
2860	114.400	2875	115.000
2875	115.000	2890	115.600
2890	115.600	2905	116.200
2905	116.200	2920	116.800
2920	116.800	2935	117.400
2935	117.400	2952	118.080
2952	118.080	2967	118.680
2967	118.680	2982	119.280
2982	119.280	2997	119.880
2997	119.880	3012	120.480
3012	120.480	3027	121.080
3027	121.080	3042	121.680
3042	121.680	3057	122.280
3057	122.280	3072	122.880
3072	122.880	3090	123.600
3090	123.600	3105	124.200
3105	124.200	3120	124.800
3120	124.800	3135	125.400
3135	125.400	3150	126.000
3150	126.000	3165	126.600
3165	126.600	3180	127.200
3180	127.200	3195	127.800
3195	127.800	3210	128.400
3210	128.400	3227	129.080
3227	129.080	3242	129.680
3242	129.680	3257	130.280
3257	130.280	3272	130.880
3272	130.880	3287	131.480
3287	131.480	3302	132.080
3302	132.080	3317	132.680
3317	132.680	3332	133.280
3332	133.280	3347	133.880
3347	133.880	3362	134.480
3362	134.480	3377	135.080
3377	135.080	3392	135.680
3392	135.680	3407	136.280
3407	136.280	3422	136.880
3422	136.880	3437	137.480
