startframe	starttime	endframe	endtime
0	0.000	23	0.959
23	0.959	38	1.585
38	1.585	64	2.669
64	2.669	88	3.670
88	3.670	103	4.296
103	4.296	118	4.922
118	4.922	133	5.547
133	5.547	153	6.381
153	6.381	169	7.049
169	7.049	184	7.674
184	7.674	203	8.467
203	8.467	250	10.427
250	10.427	280	11.678
280	11.678	336	14.014
336	14.014	365	15.224
365	15.224	389	16.225
389	16.225	408	17.017
408	17.017	423	17.643
423	17.643	438	18.268
438	18.268	458	19.102
458	19.102	552	23.023
552	23.023	606	25.275
606	25.275	643	26.818
643	26.818	669	27.903
669	27.903	684	28.528
684	28.528	699	29.154
699	29.154	714	29.780
714	29.780	729	30.405
729	30.405	744	31.031
744	31.031	759	31.657
759	31.657	774	32.282
774	32.282	789	32.908
789	32.908	804	33.533
804	33.533	819	34.159
819	34.159	834	34.785
834	34.785	849	35.410
849	35.410	864	36.036
864	36.036	879	36.662
879	36.662	894	37.287
894	37.287	909	37.913
909	37.913	924	38.538
924	38.538	939	39.164
939	39.164	954	39.790
954	39.790	969	40.415
969	40.415	984	41.041
984	41.041	999	41.667
999	41.667	1014	42.292
1014	42.292	1029	42.918
1029	42.918	1044	43.543
1044	43.543	1059	44.169
1059	44.169	1074	44.795
1074	44.795	1089	45.420
1089	45.420	1104	46.046
1104	46.046	1119	46.672
1119	46.672	1134	47.297
1134	47.297	1149	47.923
1149	47.923	1164	48.548
1164	48.548	1179	49.174
1179	49.174	1194	49.800
1194	49.800	1209	50.425
1209	50.425	1224	51.051
1224	51.051	1239	51.677
1239	51.677	1254	52.302
1254	52.302	1269	52.928
1269	52.928	1284	53.553
1284	53.553	1299	54.179
1299	54.179	1314	54.805
1314	54.805	1329	55.430
1329	55.430	1344	56.056
1344	56.056	1359	56.682
1359	56.682	1374	57.307
1374	57.307	1389	57.933
1389	57.933	1404	58.558
1404	58.558	1419	59.184
1419	59.184	1434	59.810
1434	59.810	1449	60.435
1449	60.435	1464	61.061
1464	61.061	1479	61.687
1479	61.687	1494	62.312
1494	62.312	1509	62.938
1509	62.938	1524	63.563
1524	63.563	1539	64.189
1539	64.189	1554	64.815
1554	64.815	1569	65.440
1569	65.440	1584	66.066
1584	66.066	1599	66.692
1599	66.692	1614	67.317
1614	67.317	1629	67.943
1629	67.943	1644	68.569
1644	68.569	1659	69.194
1659	69.194	1674	69.820
1674	69.820	1689	70.445
1689	70.445	1704	71.071
1704	71.071	1719	71.697
1719	71.697	1734	72.322
1734	72.322	1749	72.948
1749	72.948	1764	73.573
1764	73.573	1779	74.199
1779	74.199	1794	74.825
1794	74.825	1809	75.450
1809	75.450	1824	76.076
1824	76.076	1839	76.702
1839	76.702	1854	77.327
1854	77.327	1869	77.953
1869	77.953	1884	78.578
1884	78.578	1899	79.204
1899	79.204	1914	79.830
1914	79.830	1929	80.455
1929	80.455	1951	81.373
1951	81.373	1967	82.040
1967	82.040	1985	82.791
1985	82.791	2055	85.711
2055	85.711	2070	86.336
2070	86.336	2085	86.962
2085	86.962	2100	87.587
2100	87.587	2115	88.213
2115	88.213	2149	89.631
2149	89.631	2164	90.257
2164	90.257	2179	90.882
2179	90.882	2194	91.508
