startframe	starttime	endframe	endtime
0	0.000	3	0.120
3	0.120	18	0.720
18	0.720	33	1.320
33	1.320	48	1.920
48	1.920	63	2.520
63	2.520	78	3.120
78	3.120	93	3.720
93	3.720	108	4.320
108	4.320	123	4.920
123	4.920	138	5.520
138	5.520	153	6.120
153	6.120	168	6.720
168	6.720	184	7.360
184	7.360	199	7.960
199	7.960	214	8.560
214	8.560	229	9.160
229	9.160	244	9.760
244	9.760	259	10.360
259	10.360	274	10.960
274	10.960	289	11.560
289	11.560	304	12.160
304	12.160	319	12.760
319	12.760	334	13.360
334	13.360	349	13.960
349	13.960	364	14.560
364	14.560	379	15.160
379	15.160	394	15.760
394	15.760	412	16.480
412	16.480	427	17.080
427	17.080	442	17.680
442	17.680	457	18.280
457	18.280	472	18.880
472	18.880	499	19.960
499	19.960	555	22.200
555	22.200	570	22.800
570	22.800	585	23.400
585	23.400	600	24.000
600	24.000	615	24.600
615	24.600	630	25.200
630	25.200	645	25.800
645	25.800	660	26.400
660	26.400	675	27.000
675	27.000	690	27.600
690	27.600	705	28.200
705	28.200	720	28.800
720	28.800	735	29.400
735	29.400	750	30.000
750	30.000	765	30.600
765	30.600	780	31.200
780	31.200	795	31.800
795	31.800	810	32.400
810	32.400	825	33.000
825	33.000	840	33.600
840	33.600	855	34.200
855	34.200	870	34.800
870	34.800	885	35.400
885	35.400	900	36.000
900	36.000	915	36.600
915	36.600	930	37.200
930	37.200	945	37.800
945	37.800	960	38.400
960	38.400	975	39.000
975	39.000	990	39.600
990	39.600	1005	40.200
1005	40.200	1020	40.800
1020	40.800	1035	41.400
1035	41.400	1050	42.000
1050	42.000	1065	42.600
1065	42.600	1080	43.200
1080	43.200	1095	43.800
1095	43.800	1110	44.400
1110	44.400	1125	45.000
1125	45.000	1140	45.600
1140	45.600	1155	46.200
1155	46.200	1170	46.800
1170	46.800	1185	47.400
1185	47.400	1200	48.000
1200	48.000	1215	48.600
1215	48.600	1230	49.200
1230	49.200	1245	49.800
1245	49.800	1261	50.440
1261	50.440	1276	51.040
1276	51.040	1291	51.640
1291	51.640	1306	52.240
1306	52.240	1321	52.840
1321	52.840	1336	53.440
1336	53.440	1351	54.040
1351	54.040	1366	54.640
1366	54.640	1381	55.240
1381	55.240	1396	55.840
1396	55.840	1411	56.440
1411	56.440	1426	57.040
1426	57.040	1441	57.640
1441	57.640	1456	58.240
1456	58.240	1471	58.840
1471	58.840	1486	59.440
1486	59.440	1501	60.040
1501	60.040	1516	60.640
1516	60.640	1532	61.280
1532	61.280	1547	61.880
1547	61.880	1562	62.480
1562	62.480	1577	63.080
1577	63.080	1592	63.680
1592	63.680	1607	64.280
1607	64.280	1622	64.880
1622	64.880	1637	65.480
1637	65.480	1652	66.080
1652	66.080	1667	66.680
1667	66.680	1682	67.280
1682	67.280	1697	67.880
1697	67.880	1712	68.480
1712	68.480	1727	69.080
1727	69.080	1742	69.680
1742	69.680	1757	70.280
1757	70.280	1772	70.880
1772	70.880	1787	71.480
1787	71.480	1802	72.080
1802	72.080	1817	72.680
1817	72.680	1832	73.280
1832	73.280	1847	73.880
1847	73.880	1862	74.480
1862	74.480	1877	75.080
1877	75.080	1892	75.680
1892	75.680	1907	76.280
1907	76.280	1922	76.880
1922	76.880	1937	77.480
1937	77.480	1952	78.080
1952	78.080	1967	78.680
1967	78.680	1982	79.280
1982	79.280	1997	79.880
1997	79.880	2012	80.480
2012	80.480	2027	81.080
2027	81.080	2042	81.680
2042	81.680	2057	82.280
2057	82.280	2072	82.880
2072	82.880	2087	83.480
2087	83.480	2102	84.080
2102	84.080	2117	84.680
2117	84.680	2132	85.280
2132	85.280	2147	85.880
2147	85.880	2162	86.480
2162	86.480	2177	87.080
