startframe	starttime	endframe	endtime
0	0.000	233	7.774
233	7.774	249	8.308
249	8.308	264	8.809
264	8.809	279	9.309
279	9.309	294	9.810
294	9.810	309	10.310
309	10.310	324	10.811
324	10.811	339	11.311
339	11.311	354	11.812
354	11.812	369	12.312
369	12.312	384	12.813
384	12.813	399	13.313
399	13.313	414	13.814
414	13.814	429	14.314
429	14.314	444	14.815
444	14.815	459	15.315
459	15.315	474	15.816
474	15.816	489	16.316
489	16.316	504	16.817
504	16.817	519	17.317
519	17.317	534	17.818
534	17.818	549	18.318
549	18.318	564	18.819
564	18.819	579	19.319
579	19.319	594	19.820
594	19.820	609	20.320
609	20.320	624	20.821
624	20.821	639	21.321
639	21.321	654	21.822
654	21.822	669	22.322
669	22.322	684	22.823
684	22.823	701	23.390
701	23.390	716	23.891
716	23.891	731	24.391
731	24.391	746	24.892
746	24.892	761	25.392
761	25.392	779	25.993
779	25.993	794	26.493
794	26.493	809	26.994
809	26.994	825	27.527
825	27.527	840	28.028
840	28.028	855	28.529
855	28.529	870	29.029
870	29.029	885	29.530
885	29.530	900	30.030
900	30.030	915	30.530
915	30.530	930	31.031
930	31.031	945	31.532
945	31.532	960	32.032
960	32.032	975	32.532
975	32.532	990	33.033
990	33.033	1005	33.534
1005	33.534	1020	34.034
1020	34.034	1035	34.535
1035	34.535	1050	35.035
1050	35.035	1065	35.535
1065	35.535	1080	36.036
1080	36.036	1095	36.537
1095	36.537	1110	37.037
1110	37.037	1127	37.604
1127	37.604	1142	38.105
1142	38.105	1157	38.605
1157	38.605	1172	39.106
1172	39.106	1187	39.606
1187	39.606	1202	40.107
1202	40.107	1217	40.607
1217	40.607	1232	41.108
1232	41.108	1252	41.775
1252	41.775	1271	42.409
1271	42.409	1287	42.943
1287	42.943	1302	43.443
1302	43.443	1317	43.944
1317	43.944	1332	44.444
1332	44.444	1347	44.945
1347	44.945	1362	45.445
1362	45.445	1377	45.946
1377	45.946	1392	46.446
1392	46.446	1407	46.947
1407	46.947	1422	47.447
1422	47.447	1437	47.948
1437	47.948	1452	48.448
1452	48.448	1467	48.949
1467	48.949	1482	49.449
1482	49.449	1497	49.950
1497	49.950	1512	50.450
1512	50.450	1527	50.951
1527	50.951	1542	51.451
1542	51.451	1557	51.952
1557	51.952	1572	52.452
1572	52.452	1587	52.953
1587	52.953	1602	53.453
1602	53.453	1617	53.954
1617	53.954	1632	54.454
1632	54.454	1648	54.988
1648	54.988	1663	55.489
1663	55.489	1678	55.989
1678	55.989	1693	56.490
1693	56.490	1708	56.990
1708	56.990	1723	57.491
1723	57.491	1738	57.991
1738	57.991	1753	58.492
1753	58.492	1768	58.992
1768	58.992	1783	59.493
1783	59.493	1798	59.993
1798	59.993	1813	60.494
1813	60.494	1828	60.994
1828	60.994	1843	61.495
1843	61.495	1858	61.995
1858	61.995	1873	62.496
1873	62.496	1888	62.996
1888	62.996	1903	63.497
1903	63.497	1918	63.997
1918	63.997	1933	64.498
1933	64.498	1948	64.998
1948	64.998	1963	65.499
1963	65.499	1978	65.999
1978	65.999	1993	66.500
1993	66.500	2008	67.000
2008	67.000	2023	67.501
2023	67.501	2038	68.001
2038	68.001	2053	68.502
2053	68.502	2072	69.136
2072	69.136	2113	70.504
2113	70.504	2160	72.072
2160	72.072	2177	72.639
2177	72.639	2192	73.140
2192	73.140	2217	73.974
2217	73.974	2234	74.541
2234	74.541	2249	75.042
2249	75.042	2264	75.542
2264	75.542	2279	76.043
2279	76.043	2294	76.543
2294	76.543	2309	77.044
2309	77.044	2324	77.544
2324	77.544	2339	78.045
2339	78.045	2354	78.545
2354	78.545	2369	79.046
2369	79.046	2384	79.546
2384	79.546	2405	80.247
2405	80.247	2420	80.747
2420	80.747	2435	81.248
2435	81.248	2450	81.748
2450	81.748	2465	82.249
2465	82.249	2480	82.749
2480	82.749	2523	84.184
2523	84.184	2538	84.685
2538	84.685	2553	85.185
2553	85.185	2568	85.686
2568	85.686	2583	86.186
2583	86.186	2598	86.687
2598	86.687	2613	87.187
2613	87.187	2628	87.688
2628	87.688	2643	88.188
2643	88.188	2658	88.689
2658	88.689	2673	89.189
2673	89.189	2688	89.690
2688	89.690	2703	90.190
2703	90.190	2718	90.691
2718	90.691	2733	91.191
2733	91.191	2748	91.692
2748	91.692	2763	92.192
2763	92.192	2778	92.693
2778	92.693	2793	93.193
2793	93.193	2808	93.694
2808	93.694	2823	94.194
2823	94.194	2838	94.695
2838	94.695	2853	95.195
2853	95.195	2868	95.696
2868	95.696	2883	96.196
2883	96.196	2898	96.697
2898	96.697	2913	97.197
2913	97.197	2928	97.698
2928	97.698	2943	98.198
2943	98.198	2958	98.699
2958	98.699	2973	99.199
2973	99.199	2988	99.700
2988	99.700	3003	100.200
3003	100.200	3018	100.701
3018	100.701	3033	101.201
3033	101.201	3048	101.702
3048	101.702	3063	102.202
3063	102.202	3078	102.703
3078	102.703	3093	103.203
3093	103.203	3108	103.704
3108	103.704	3123	104.204
3123	104.204	3139	104.738
3139	104.738	3154	105.238
3154	105.238	3169	105.739
3169	105.739	3184	106.239
3184	106.239	3199	106.740
3199	106.740	3214	107.240
3214	107.240	3229	107.741
3229	107.741	3244	108.241
3244	108.241	3266	108.976
3266	108.976	3281	109.476
3281	109.476	3296	109.977
3296	109.977	3311	110.477
3311	110.477	3326	110.978
3326	110.978	3341	111.478
3341	111.478	3356	111.979
3356	111.979	3371	112.479
3371	112.479	3386	112.980
3386	112.980	3401	113.480
3401	113.480	3416	113.981
3416	113.981	3431	114.481
3431	114.481	3446	114.982
3446	114.982	3461	115.482
3461	115.482	3476	115.983
3476	115.983	3491	116.483
3491	116.483	3506	116.984
3506	116.984	3521	117.484
3521	117.484	3536	117.985
3536	117.985	3551	118.485
3551	118.485	3566	118.986
3566	118.986	3581	119.486
3581	119.486	3596	119.987
3596	119.987	3611	120.487
3611	120.487	3630	121.121
3630	121.121	3649	121.755
3649	121.755	3665	122.289
3665	122.289	3681	122.823
3681	122.823	3697	123.357
3697	123.357	3712	123.857
3712	123.857	3727	124.358
3727	124.358	3742	124.858
3742	124.858	3757	125.359
3757	125.359	3772	125.859
3772	125.859	3787	126.360
3787	126.360	3802	126.860
3802	126.860	3817	127.361
3817	127.361	3832	127.861
3832	127.861	3847	128.362
3847	128.362	3862	128.862
3862	128.862	3877	129.363
3877	129.363	3892	129.863
3892	129.863	3907	130.364
3907	130.364	3922	130.864
3922	130.864	3937	131.365
3937	131.365	3952	131.865
3952	131.865	3967	132.366
3967	132.366	3982	132.866
3982	132.866	3997	133.367
3997	133.367	4012	133.867
4012	133.867	4027	134.368
4027	134.368	4042	134.868
4042	134.868	4057	135.369
4057	135.369	4072	135.869
4072	135.869	4087	136.370
4087	136.370	4102	136.870
4102	136.870	4117	137.371
4117	137.371	4132	137.871
4132	137.871	4147	138.372
4147	138.372	4162	138.872
4162	138.872	4177	139.373
4177	139.373	4192	139.873
4192	139.873	4207	140.374
4207	140.374	4222	140.874
4222	140.874	4237	141.375
4237	141.375	4252	141.875
4252	141.875	4267	142.376
4267	142.376	4282	142.876
4282	142.876	4297	143.377
4297	143.377	4312	143.877
4312	143.877	4327	144.378
4327	144.378	4342	144.878
4342	144.878	4357	145.379
4357	145.379	4372	145.879
4372	145.879	4387	146.380
4387	146.380	4402	146.880
4402	146.880	4417	147.381
4417	147.381	4432	147.881
4432	147.881	4447	148.382
4447	148.382	4462	148.882
4462	148.882	4477	149.383
4477	149.383	4492	149.883
4492	149.883	4507	150.384
4507	150.384	4522	150.884
4522	150.884	4537	151.385
4537	151.385	4552	151.885
4552	151.885	4567	152.386
4567	152.386	4582	152.886
4582	152.886	4597	153.387
4597	153.387	4612	153.887
4612	153.887	4627	154.388
4627	154.388	4642	154.888
4642	154.888	4657	155.389
4657	155.389	4672	155.889
4672	155.889	4687	156.390
4687	156.390	4702	156.890
4702	156.890	4718	157.424
4718	157.424	4733	157.924
4733	157.924	4749	158.458
4749	158.458	4775	159.326
4775	159.326	4791	159.860
4791	159.860	4811	160.527
4811	160.527	4843	161.595
4843	161.595	4858	162.095
4858	162.095	4873	162.596
4873	162.596	4923	164.264
4923	164.264	4939	164.798
4939	164.798	4956	165.365
4956	165.365	4971	165.866
4971	165.866	4987	166.400
4987	166.400	5002	166.900
5002	166.900	5017	167.401
5017	167.401	5032	167.901
5032	167.901	5048	168.435
5048	168.435	5064	168.969
5064	168.969	5080	169.503
5080	169.503	5095	170.003
5095	170.003	5111	170.537
5111	170.537	5126	171.038
5126	171.038	5142	171.571
5142	171.571	5157	172.072
5157	172.072	5173	172.606
5173	172.606	5189	173.140
5189	173.140	5204	173.640
5204	173.640	5219	174.141
5219	174.141	5234	174.641
5234	174.641	5249	175.142
5249	175.142	5264	175.642
5264	175.642	5279	176.143
5279	176.143	5294	176.643
5294	176.643	5309	177.144
5309	177.144	5324	177.644
5324	177.644	5339	178.145
5339	178.145	5354	178.645
5354	178.645	5369	179.146
5369	179.146	5384	179.646
5384	179.646	5399	180.147
5399	180.147	5414	180.647
5414	180.647	5429	181.148
5429	181.148	5444	181.648
5444	181.648	5459	182.149
5459	182.149	5474	182.649
5474	182.649	5489	183.150
5489	183.150	5504	183.650
5504	183.650	5519	184.151
5519	184.151	5534	184.651
5534	184.651	5549	185.152
5549	185.152	5564	185.652
5564	185.652	5580	186.186
5580	186.186	5595	186.686
5595	186.686	5610	187.187
5610	187.187	5625	187.688
5625	187.688	5640	188.188
5640	188.188	5655	188.689
5655	188.689	5670	189.189
5670	189.189	5685	189.690
5685	189.690	5700	190.190
