startframe	starttime	endframe	endtime
0	0.000	1	0.033
1	0.033	16	0.534
16	0.534	31	1.034
31	1.034	46	1.535
46	1.535	61	2.035
61	2.035	76	2.536
76	2.536	91	3.036
91	3.036	106	3.537
106	3.537	121	4.037
121	4.037	136	4.538
136	4.538	151	5.038
151	5.038	166	5.539
166	5.539	181	6.039
181	6.039	196	6.540
196	6.540	211	7.040
211	7.040	226	7.541
226	7.541	241	8.041
241	8.041	256	8.542
256	8.542	271	9.042
271	9.042	286	9.543
286	9.543	301	10.043
301	10.043	316	10.544
316	10.544	331	11.044
331	11.044	346	11.545
346	11.545	361	12.045
361	12.045	376	12.546
376	12.546	391	13.046
391	13.046	406	13.547
406	13.547	421	14.047
421	14.047	436	14.548
436	14.548	451	15.048
451	15.048	466	15.549
466	15.549	481	16.049
481	16.049	496	16.550
496	16.550	511	17.050
511	17.050	526	17.551
526	17.551	541	18.051
541	18.051	556	18.552
556	18.552	571	19.052
571	19.052	586	19.553
586	19.553	601	20.053
601	20.053	616	20.554
616	20.554	631	21.054
631	21.054	646	21.555
646	21.555	661	22.055
661	22.055	676	22.556
676	22.556	691	23.056
691	23.056	706	23.557
706	23.557	721	24.057
721	24.057	736	24.558
736	24.558	751	25.058
751	25.058	766	25.559
766	25.559	781	26.059
781	26.059	796	26.560
796	26.560	811	27.060
811	27.060	826	27.561
826	27.561	841	28.061
841	28.061	856	28.562
856	28.562	871	29.062
871	29.062	886	29.563
886	29.563	901	30.063
901	30.063	916	30.564
916	30.564	931	31.064
931	31.064	946	31.565
946	31.565	961	32.065
961	32.065	976	32.566
976	32.566	991	33.066
991	33.066	1006	33.567
1006	33.567	1021	34.067
1021	34.067	1036	34.568
1036	34.568	1051	35.068
1051	35.068	1066	35.569
1066	35.569	1081	36.069
1081	36.069	1096	36.570
1096	36.570	1111	37.070
1111	37.070	1126	37.571
1126	37.571	1141	38.071
1141	38.071	1156	38.572
1156	38.572	1171	39.072
1171	39.072	1186	39.573
1186	39.573	1201	40.073
1201	40.073	1216	40.574
1216	40.574	1231	41.074
1231	41.074	1246	41.575
1246	41.575	1261	42.075
1261	42.075	1276	42.576
1276	42.576	1291	43.076
1291	43.076	1306	43.577
1306	43.577	1321	44.077
1321	44.077	1336	44.578
1336	44.578	1351	45.078
1351	45.078	1366	45.579
1366	45.579	1381	46.079
1381	46.079	1396	46.580
1396	46.580	1411	47.080
1411	47.080	1426	47.581
1426	47.581	1441	48.081
1441	48.081	1456	48.582
1456	48.582	1471	49.082
1471	49.082	1486	49.583
1486	49.583	1501	50.083
1501	50.083	1516	50.584
1516	50.584	1531	51.084
1531	51.084	1546	51.585
1546	51.585	1561	52.085
1561	52.085	1576	52.586
1576	52.586	1591	53.086
1591	53.086	1606	53.587
1606	53.587	1621	54.087
1621	54.087	1636	54.588
1636	54.588	1651	55.088
1651	55.088	1666	55.589
1666	55.589	1681	56.089
1681	56.089	1696	56.590
1696	56.590	1711	57.090
1711	57.090	1726	57.591
1726	57.591	1741	58.091
1741	58.091	1756	58.592
1756	58.592	1771	59.092
1771	59.092	1786	59.593
1786	59.593	1801	60.093
1801	60.093	1816	60.594
1816	60.594	1831	61.094
1831	61.094	1846	61.595
1846	61.595	1861	62.095
1861	62.095	1876	62.596
1876	62.596	1891	63.096
1891	63.096	1906	63.597
1906	63.597	1921	64.097
1921	64.097	1936	64.598
1936	64.598	1951	65.098
1951	65.098	1966	65.599
1966	65.599	1981	66.099
1981	66.099	1996	66.600
1996	66.600	2011	67.100
2011	67.100	2026	67.601
2026	67.601	2041	68.101
2041	68.101	2056	68.602
2056	68.602	2071	69.102
2071	69.102	2086	69.603
2086	69.603	2101	70.103
2101	70.103	2116	70.604
2116	70.604	2131	71.104
2131	71.104	2146	71.605
2146	71.605	2161	72.105
2161	72.105	2176	72.606
2176	72.606	2191	73.106
2191	73.106	2206	73.607
2206	73.607	2221	74.107
2221	74.107	2236	74.608
2236	74.608	2251	75.108
2251	75.108	2266	75.609
2266	75.609	2281	76.109
2281	76.109	2296	76.610
2296	76.610	2311	77.110
2311	77.110	2326	77.611
2326	77.611	2341	78.111
2341	78.111	2356	78.612
2356	78.612	2371	79.112
2371	79.112	2386	79.613
2386	79.613	2401	80.113
2401	80.113	2416	80.614
2416	80.614	2431	81.114
2431	81.114	2446	81.615
2446	81.615	2461	82.115
2461	82.115	2476	82.616
2476	82.616	2491	83.116
2491	83.116	2506	83.617
2506	83.617	2521	84.117
2521	84.117	2536	84.618
2536	84.618	2551	85.118
2551	85.118	2566	85.619
2566	85.619	2581	86.119
2581	86.119	2596	86.620
2596	86.620	2611	87.120
2611	87.120	2626	87.621
2626	87.621	2641	88.121
2641	88.121	2656	88.622
2656	88.622	2671	89.122
2671	89.122	2686	89.623
2686	89.623	2701	90.123
2701	90.123	2716	90.624
2716	90.624	2731	91.124
2731	91.124	2746	91.625
2746	91.625	2761	92.125
2761	92.125	2776	92.626
2776	92.626	2791	93.126
2791	93.126	2806	93.627
2806	93.627	2821	94.127
2821	94.127	2836	94.628
2836	94.628	2851	95.128
2851	95.128	2866	95.629
2866	95.629	2881	96.129
2881	96.129	2896	96.630
2896	96.630	2911	97.130
2911	97.130	2926	97.631
2926	97.631	2941	98.131
2941	98.131	2956	98.632
2956	98.632	2971	99.132
2971	99.132	2986	99.633
2986	99.633	3001	100.133
3001	100.133	3016	100.634
3016	100.634	3031	101.134
3031	101.134	3046	101.635
3046	101.635	3061	102.135
3061	102.135	3076	102.636
3076	102.636	3091	103.136
3091	103.136	3106	103.637
3106	103.637	3121	104.137
3121	104.137	3136	104.638
3136	104.638	3151	105.138
3151	105.138	3166	105.639
3166	105.639	3181	106.139
3181	106.139	3196	106.640
3196	106.640	3211	107.140
3211	107.140	3226	107.641
3226	107.641	3241	108.141
3241	108.141	3256	108.642
3256	108.642	3271	109.142
3271	109.142	3286	109.643
3286	109.643	3301	110.143
3301	110.143	3316	110.644
3316	110.644	3331	111.144
3331	111.144	3346	111.645
3346	111.645	3361	112.145
3361	112.145	3376	112.646
3376	112.646	3391	113.146
3391	113.146	3406	113.647
3406	113.647	3421	114.147
3421	114.147	3436	114.648
3436	114.648	3451	115.148
3451	115.148	3466	115.649
3466	115.649	3481	116.149
3481	116.149	3496	116.650
3496	116.650	3511	117.150
3511	117.150	3526	117.651
3526	117.651	3541	118.151
3541	118.151	3556	118.652
3556	118.652	3571	119.152
