startframe	starttime	endframe	endtime
0	0.000	1	0.042
1	0.042	16	0.667
16	0.667	40	1.668
40	1.668	55	2.294
55	2.294	72	3.003
72	3.003	87	3.629
87	3.629	102	4.254
102	4.254	117	4.880
117	4.880	183	7.633
183	7.633	199	8.300
199	8.300	214	8.926
214	8.926	229	9.551
229	9.551	244	10.177
244	10.177	259	10.802
259	10.802	274	11.428
274	11.428	289	12.054
289	12.054	304	12.679
304	12.679	319	13.305
319	13.305	334	13.931
334	13.931	349	14.556
349	14.556	364	15.182
364	15.182	379	15.807
379	15.807	394	16.433
394	16.433	412	17.184
412	17.184	432	18.018
432	18.018	540	22.522
540	22.522	556	23.190
556	23.190	571	23.815
571	23.815	586	24.441
586	24.441	601	25.067
601	25.067	616	25.692
616	25.692	631	26.318
631	26.318	646	26.944
646	26.944	661	27.569
661	27.569	676	28.195
676	28.195	691	28.820
691	28.820	870	36.286
870	36.286	930	38.789
930	38.789	953	39.748
953	39.748	1040	43.377
1040	43.377	1056	44.044
1056	44.044	1071	44.670
1071	44.670	1088	45.379
1088	45.379	1103	46.004
1103	46.004	1118	46.630
1118	46.630	1133	47.256
1133	47.256	1148	47.881
1148	47.881	1163	48.507
1163	48.507	1178	49.132
1178	49.132	1193	49.758
1193	49.758	1208	50.384
1208	50.384	1223	51.009
1223	51.009	1238	51.635
1238	51.635	1253	52.261
1253	52.261	1268	52.886
1268	52.886	1283	53.512
1283	53.512	1298	54.137
1298	54.137	1313	54.763
1313	54.763	1328	55.389
1328	55.389	1343	56.014
1343	56.014	1358	56.640
1358	56.640	1373	57.266
1373	57.266	1388	57.891
1388	57.891	1403	58.517
1403	58.517	1418	59.142
1418	59.142	1433	59.768
1433	59.768	1448	60.394
1448	60.394	1463	61.019
1463	61.019	1617	67.442
1617	67.442	1633	68.110
1633	68.110	1649	68.777
1649	68.777	1664	69.403
1664	69.403	1679	70.028
1679	70.028	1694	70.654
1694	70.654	1709	71.280
1709	71.280	1724	71.905
1724	71.905	1739	72.531
1739	72.531	1754	73.156
1754	73.156	1769	73.782
1769	73.782	1784	74.408
1784	74.408	1799	75.033
1799	75.033	1814	75.659
1814	75.659	1829	76.285
1829	76.285	1844	76.910
1844	76.910	1859	77.536
1859	77.536	1874	78.161
1874	78.161	1889	78.787
1889	78.787	1904	79.413
1904	79.413	1919	80.038
1919	80.038	1934	80.664
1934	80.664	1949	81.290
1949	81.290	1964	81.915
1964	81.915	1979	82.541
1979	82.541	1994	83.166
1994	83.166	2009	83.792
2009	83.792	2024	84.418
2024	84.418	2039	85.043
2039	85.043	2054	85.669
2054	85.669	2070	86.336
2070	86.336	2085	86.962
2085	86.962	2100	87.587
2100	87.587	2118	88.338
2118	88.338	2133	88.964
2133	88.964	2148	89.589
2148	89.589	2163	90.215
2163	90.215	2178	90.841
2178	90.841	2193	91.466
2193	91.466	2208	92.092
2208	92.092	2223	92.718
2223	92.718	2238	93.343
2238	93.343	2253	93.969
2253	93.969	2268	94.594
2268	94.594	2283	95.220
2283	95.220	2298	95.846
2298	95.846	2313	96.471
2313	96.471	2328	97.097
2328	97.097	2343	97.723
2343	97.723	2358	98.348
2358	98.348	2373	98.974
2373	98.974	2389	99.641
2389	99.641	2404	100.267
2404	100.267	2419	100.892
2419	100.892	2434	101.518
2434	101.518	2449	102.144
2449	102.144	2464	102.769
2464	102.769	2479	103.395
2479	103.395	2494	104.021
2494	104.021	2509	104.646
2509	104.646	2524	105.272
2524	105.272	2539	105.897
2539	105.897	2554	106.523
2554	106.523	2569	107.149
2569	107.149	2584	107.774
2584	107.774	2599	108.400
2599	108.400	2614	109.026
2614	109.026	2629	109.651
2629	109.651	2644	110.277
2644	110.277	2659	110.902
2659	110.902	2674	111.528
2674	111.528	2689	112.154
2689	112.154	2704	112.779
2704	112.779	2719	113.405
2719	113.405	2734	114.031
2734	114.031	2749	114.656
2749	114.656	2764	115.282
2764	115.282	2779	115.907
2779	115.907	2794	116.533
2794	116.533	2809	117.159
2809	117.159	2824	117.784
2824	117.784	2839	118.410
2839	118.410	2854	119.036
2854	119.036	2869	119.661
2869	119.661	2884	120.287
2884	120.287	2899	120.912
2899	120.912	2914	121.538
2914	121.538	2929	122.164
2929	122.164	2944	122.789
2944	122.789	2959	123.415
2959	123.415	2974	124.041
2974	124.041	2989	124.666
