startframe	starttime	endframe	endtime
0	0.000	3	0.120
3	0.120	18	0.720
18	0.720	50	2.000
50	2.000	65	2.600
65	2.600	80	3.200
80	3.200	95	3.800
95	3.800	110	4.400
110	4.400	125	5.000
125	5.000	140	5.600
140	5.600	155	6.200
155	6.200	170	6.800
170	6.800	185	7.400
185	7.400	200	8.000
200	8.000	215	8.600
215	8.600	230	9.200
230	9.200	245	9.800
245	9.800	260	10.400
260	10.400	275	11.000
275	11.000	290	11.600
290	11.600	305	12.200
305	12.200	320	12.800
320	12.800	335	13.400
335	13.400	350	14.000
350	14.000	365	14.600
365	14.600	380	15.200
380	15.200	395	15.800
395	15.800	410	16.400
410	16.400	425	17.000
425	17.000	440	17.600
440	17.600	455	18.200
455	18.200	470	18.800
470	18.800	485	19.400
485	19.400	500	20.000
500	20.000	515	20.600
515	20.600	530	21.200
530	21.200	545	21.800
545	21.800	560	22.400
560	22.400	575	23.000
575	23.000	590	23.600
590	23.600	605	24.200
605	24.200	620	24.800
620	24.800	635	25.400
635	25.400	651	26.040
651	26.040	666	26.640
666	26.640	681	27.240
681	27.240	696	27.840
696	27.840	711	28.440
711	28.440	726	29.040
726	29.040	741	29.640
741	29.640	756	30.240
756	30.240	771	30.840
771	30.840	786	31.440
786	31.440	801	32.040
801	32.040	816	32.640
816	32.640	831	33.240
831	33.240	846	33.840
846	33.840	861	34.440
861	34.440	876	35.040
876	35.040	891	35.640
891	35.640	907	36.280
907	36.280	922	36.880
922	36.880	937	37.480
937	37.480	952	38.080
952	38.080	967	38.680
967	38.680	982	39.280
982	39.280	997	39.880
997	39.880	1012	40.480
1012	40.480	1027	41.080
1027	41.080	1042	41.680
1042	41.680	1057	42.280
1057	42.280	1072	42.880
1072	42.880	1087	43.480
1087	43.480	1102	44.080
1102	44.080	1117	44.680
1117	44.680	1132	45.280
1132	45.280	1147	45.880
1147	45.880	1162	46.480
1162	46.480	1177	47.080
1177	47.080	1192	47.680
1192	47.680	1207	48.280
1207	48.280	1222	48.880
1222	48.880	1237	49.480
1237	49.480	1252	50.080
1252	50.080	1267	50.680
1267	50.680	1282	51.280
1282	51.280	1297	51.880
1297	51.880	1312	52.480
1312	52.480	1328	53.120
1328	53.120	1343	53.720
1343	53.720	1358	54.320
1358	54.320	1373	54.920
1373	54.920	1388	55.520
1388	55.520	1403	56.120
1403	56.120	1418	56.720
1418	56.720	1433	57.320
1433	57.320	1448	57.920
1448	57.920	1463	58.520
1463	58.520	1478	59.120
1478	59.120	1493	59.720
1493	59.720	1508	60.320
1508	60.320	1524	60.960
1524	60.960	1539	61.560
1539	61.560	1554	62.160
1554	62.160	1569	62.760
1569	62.760	1584	63.360
1584	63.360	1599	63.960
1599	63.960	1614	64.560
1614	64.560	1629	65.160
1629	65.160	1644	65.760
1644	65.760	1659	66.360
1659	66.360	1674	66.960
1674	66.960	1689	67.560
1689	67.560	1704	68.160
1704	68.160	1719	68.760
1719	68.760	1734	69.360
1734	69.360	1749	69.960
1749	69.960	1764	70.560
1764	70.560	1779	71.160
1779	71.160	1794	71.760
1794	71.760	1809	72.360
1809	72.360	1824	72.960
1824	72.960	1839	73.560
1839	73.560	1854	74.160
1854	74.160	1869	74.760
1869	74.760	1884	75.360
1884	75.360	1899	75.960
1899	75.960	1914	76.560
1914	76.560	1929	77.160
1929	77.160	1947	77.880
1947	77.880	1963	78.520
1963	78.520	1979	79.160
1979	79.160	1997	79.880
1997	79.880	2013	80.520
2013	80.520	2029	81.160
2029	81.160	2047	81.880
2047	81.880	2063	82.520
2063	82.520	2078	83.120
2078	83.120	2093	83.720
2093	83.720	2108	84.320
2108	84.320	2123	84.920
2123	84.920	2138	85.520
2138	85.520	2153	86.120
2153	86.120	2168	86.720
