startframe	starttime	endframe	endtime
0	0.000	36	1.501
36	1.501	51	2.127
51	2.127	66	2.753
66	2.753	81	3.378
81	3.378	96	4.004
96	4.004	111	4.630
111	4.630	126	5.255
126	5.255	172	7.174
172	7.174	187	7.799
187	7.799	202	8.425
202	8.425	217	9.051
217	9.051	232	9.676
232	9.676	247	10.302
247	10.302	262	10.928
262	10.928	277	11.553
277	11.553	292	12.179
292	12.179	307	12.804
307	12.804	322	13.430
322	13.430	337	14.056
337	14.056	352	14.681
352	14.681	367	15.307
367	15.307	382	15.933
382	15.933	397	16.558
397	16.558	412	17.184
412	17.184	427	17.809
427	17.809	442	18.435
442	18.435	457	19.061
457	19.061	472	19.686
472	19.686	487	20.312
487	20.312	502	20.938
502	20.938	517	21.563
517	21.563	532	22.189
532	22.189	547	22.814
547	22.814	562	23.440
562	23.440	577	24.066
577	24.066	592	24.691
592	24.691	607	25.317
607	25.317	622	25.943
622	25.943	637	26.568
637	26.568	652	27.194
652	27.194	667	27.819
667	27.819	682	28.445
682	28.445	697	29.071
697	29.071	712	29.696
712	29.696	727	30.322
727	30.322	742	30.948
742	30.948	757	31.573
757	31.573	772	32.199
772	32.199	787	32.824
787	32.824	802	33.450
802	33.450	817	34.076
817	34.076	832	34.701
832	34.701	847	35.327
847	35.327	862	35.953
862	35.953	877	36.578
877	36.578	892	37.204
892	37.204	907	37.829
907	37.829	922	38.455
922	38.455	937	39.081
937	39.081	952	39.706
952	39.706	967	40.332
967	40.332	982	40.958
982	40.958	997	41.583
997	41.583	1012	42.209
1012	42.209	1027	42.834
1027	42.834	1042	43.460
1042	43.460	1057	44.086
1057	44.086	1072	44.711
1072	44.711	1087	45.337
1087	45.337	1102	45.963
1102	45.963	1117	46.588
1117	46.588	1132	47.214
1132	47.214	1147	47.839
1147	47.839	1162	48.465
1162	48.465	1177	49.091
1177	49.091	1192	49.716
1192	49.716	1207	50.342
1207	50.342	1222	50.968
1222	50.968	1237	51.593
1237	51.593	1252	52.219
1252	52.219	1267	52.844
1267	52.844	1282	53.470
1282	53.470	1297	54.096
1297	54.096	1312	54.721
1312	54.721	1327	55.347
1327	55.347	1342	55.973
1342	55.973	1357	56.598
1357	56.598	1372	57.224
1372	57.224	1387	57.849
1387	57.849	1402	58.475
1402	58.475	1417	59.101
1417	59.101	1432	59.726
1432	59.726	1447	60.352
1447	60.352	1462	60.978
1462	60.978	1477	61.603
1477	61.603	1492	62.229
1492	62.229	1507	62.854
1507	62.854	1522	63.480
1522	63.480	1537	64.106
1537	64.106	1552	64.731
1552	64.731	1567	65.357
1567	65.357	1582	65.983
1582	65.983	1597	66.608
1597	66.608	1612	67.234
1612	67.234	1627	67.859
1627	67.859	1642	68.485
1642	68.485	1657	69.111
1657	69.111	1672	69.736
1672	69.736	1687	70.362
1687	70.362	1702	70.988
1702	70.988	1717	71.613
1717	71.613	1732	72.239
1732	72.239	1747	72.864
1747	72.864	1762	73.490
1762	73.490	1777	74.116
1777	74.116	1792	74.741
1792	74.741	1807	75.367
1807	75.367	1822	75.993
1822	75.993	1837	76.618
1837	76.618	1852	77.244
1852	77.244	1867	77.869
1867	77.869	1882	78.495
1882	78.495	1897	79.121
1897	79.121	1912	79.746
1912	79.746	1927	80.372
1927	80.372	1942	80.998
1942	80.998	1957	81.623
1957	81.623	1972	82.249
1972	82.249	1987	82.874
1987	82.874	2002	83.500
2002	83.500	2017	84.126
2017	84.126	2032	84.751
2032	84.751	2047	85.377
2047	85.377	2062	86.003
2062	86.003	2077	86.628
2077	86.628	2092	87.254
2092	87.254	2107	87.879
2107	87.879	2122	88.505
2122	88.505	2137	89.131
2137	89.131	2152	89.756
2152	89.756	2167	90.382
